diagram,size,alternatives,xheight,colours,text
p881,,,x,"BACKGROUND (® A) LEGEND, SYMBOLS & BORDERS --- WHITE 12.2 . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) TT 20 . SEE SHEET 2 FOR DETAILS OF LEGEND","Drawing No. © CROWN COPYRIGHT NOTES: — 1. The legend is from the Transport Medium alphabet at Sheet 1 of 2 the x—heights shown. . Symbol details are given on drawings S 2 (pedestrian), 11.5 1.7 2.5 S 5 (children) S 19 (car) and S 53 (house). : : J L j }5-3] 20 | . The tile outlines do not form part of the sign. i . COLOURS : Background (® a) Legend, Symbols & Borders -—— WHITE 12.2 . DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) tT 20 . See sheet 2 for details of legend panel and addition of zone name. 10.8 4 = 54 5 _— 8.5 V7 ~ OO 21 (a=) 17.5 (C===0 (] CC] _ _ 2.5 1.5 i 40 x-ht NG (50) | sl | rlome Zone > I 15 15 | 21 1 a 2.5 1.5 Before using this drawing, confirm P881-1 that it has not been superseded. Department for Title: Informatory Sign ‘seve heros Prom ye Dimensions: Drawing No. B: | SE P 881 HOME ZONE Approved by: NOTE 5 Cc: R.M. Sheet 1 of 2 "
p882,,,x,"BACKGROUND ------------- LEGEND, SYMBOLS & BORDERS CANCELLATION BAR ----------- 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) SEE DRAWING P","Drawing No. Related Drawings P 882 S$ 2,8 5, S$ 19, S 53 & P 881 2.5 P882 © CROWN COPYRIGHT NOTES:— 1. The legend is from the Transport Medium alphabet at the x—heights shown. Symbol details are given on drawings S 2 (pedestrian), S 5 (children) S 19 (car) and S 53 (house). 3. The tile outlines do not form part of the sign. 4. COLOURS : Background ------------- Legend, Symbols & Borders Cancellation Bar --------—-— 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) See drawing P 881 for other dimensions. 54 Home Zone ENDS Before using this drawing, confirm that it has not been superseded. Department for Transport Title: Informatory Sign HOME ZONE ENDS Issue: A: B: Cc: Date: 14.7.03 Drawn by: Dimensions: Drawing No. R.M. Approved by: Noe 5 P 8 8 ? R.M. "
np884-share-space,,,x,"BACKGROUND ------------- BLUE 2.5 + T+, LEGEND, SYMBOLS & BORDER ---- WHITE 5. DIMENSIONS : X-HEIGHT: I ILLIMETRES, OTH ORS DIMENSIONS ORE IN ‘STROKE ‘VIDTHS. (4EW = A-HEIGHT) OY 4 2 6. SEE CHAPTER 7","Drawing No. NP 884 Related Drawings $2,519 & S 24 Before using this drawing, confirm that it has not been superseded. NOTES: 1. © CROWN COPYRIGHT The legend is from the Transport Medium alphabet at the x—heights shown. . Symbol details are given on drawings S 2 (pedestrian), 2.5 2.5 2.5 S 19 (car) and S 24 (cycle). | ~~ 3. The tile outlines do not form part of the signs. ! (7 ~ 4. COLOURS : Background ------------- BLUE 2.5 + t+, Legend, Symbols & Border ---- WHITE 5. DIMENSIONS : x—height: i illimetres, oth Ors dimensions ore in ‘stroke ‘vidths. (4ew = a-height) oy 4 2 6. See Chapter 7 of the Traffic Signs Manual for further 2.5 : ; design guidance. (5 ft O===0 55.5 ——] 17 oT a + onare |) erp | (5 1A 37.5 Oo==0 12 NP884 Department for Title: Informatory Sign issues ae Pron? by: Dimensions : | Drawing No. Ti t SHARE SPACE : ve xe NP 884 r anspor B: Approved by:! NOTE 5 Cc: J.B. "
p884,,,x,"BACKGROUND ----~-~---~---- GREEN AN 1.5R 10 (FORMERLY LIGHT GREEN) 7.8 ~~ LEGEND, SYMBOLS & BORDERS ---- WHITE . (O) (O) == 9 + 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER RT A DIMENSIONS ARE","Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT Pp 884 S3,S 8 S16 & T 142 that it has not been superseded. NOTES: 1. The legend is from the Transport Medium alphabet at the Sheet 1 of 2 x—-heights shown. 36 2. Symbol details are given on drawings S 3 (pedestrians), 7.5, : S 8 (horse), S 16 (car) and T 142 (cycle). 16.9 } 14 te 9 - i | | | 3. The tile outlines do not form part of the sign. 5.2 ~ >) i] 4. COLOURS : Background ----~-~---~---- GREEN an 1.5r 10 (formerly LIGHT GREEN) 7.8 ~~ Legend, Symbols & Borders —-—— WHITE . (O) (O) == 9 + 5. DIMENSIONS : x—heights are in millimetres, other rT A dimensions are in stroke widths. (4sw = x—height) 13 8.6 NW) 6. See sheet 2 for details of legend panel and addition of oo ©) es) a quiet lane name. 0.5 5.5 18.9 { S4 ~ } 21 6 © OS. 1 KY) i J 2 Ovo 1.5 > T i . pong pureepnningini 68 i l~* Quiet Lane ||... Lo : bccn nea ee! J 40 max wa 13 21.6 | Liss -| K-1.5 Quiet Lane 9.5 es 3.4 P884-1 Department for Title: Informatory Sign Issue: Date: Drawn by : Dimensions : | Drawing No. Ti A: 08.8.06 R.M. SEE Pp 884 ransport QUIET LANE 8: matt] approved by: Nore 5 c: R.M. Sheet 1 of 2 "
p885,,,x,"BACKGROUND ------------- GREEN (FORMERLY LIGHT GREEN) LEGEND, SYMBOLS & BORDERS ---- WHITE CANCELLATION BAR 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW =","Drawing No. Related Drawings © CROWN COPYRIGHT P 885 S 3, S 8, S 16, T 142 & P 884 . . . . + NOTES: 1. The legend is from the Transport Medium alphabet at Before using this drawing, confirm that it has not been superseded. the x—heights shown. 2. Symbol details are given on drawings S 3 (pedestrians), . S 8 (horse) S 16 (car) and T 142 (cycle). — 3. The tile outlines do not form part of the sign. 4. COLOURS : Background ------------— GREEN (formerly LIGHT GREEN) Legend, Symbols & Borders —-—— WHITE Cancellation Bar 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) 6. See drawing P 884 for other dimensions. 51.5 2.5 — : pogee nay pyres x—ht ulet Lane || 2m ENDS | Quiet Lane ors . ENDS |] P885 L Department for Title: Informatory Sign Issue: Date: Drawn by : Dimensions : | Drawing No. A: 08.8.06 R.M./L.W. SEE Transport QUIET LANE ENDS Ban] apeved oy! notes | P 885 Cc: R.M. "
p883,,,x,"BACKGROUND ----------- BLUE LEGEND, ARROW & BORDER --- WHITE DIMENSIONS : X-HEIGHTS IN MILLIMETRES, OTHER DIMENSIONS IN STROKE WIDTHS. (4SW = X-HT) VARIANT VARIANT P883 VARIANT 7 BBE RS EQUAL 2.","Drawing No. Before using this drawing, confirm p 883 that it has not been superseded. NOTES: 1. © CROWN COPYRIGHT The legend is from the Transport Medium alphabet at the x—heights shown. The tile outlines do not form part of the signs. COLOURS : Background ----------— BLUE Legend, Arrow & Border ——— WHITE DIMENSIONS : x—heights in millimetres, other dimensions in stroke widths. (4sw = x—ht) VARIANT VARIANT P883 VARIANT 7 bbe RS Equal 2.5 1.5* Equal * This dimension is increased to 2.5sw when “yds” is varied to “yards”, “mile” or “miles”. Title: Department for Informatory Sign A: 14.7.03 R.M. Issue: Date: | Drawn by: Dimensions: Drawing No. Transport | trarric CALMED AREA | ®: rworows ty! wore | P 883 Cc: R.M. "
p953x3,,,x,"BACKGROUND ------- BLUE LEGEND & BORDER --- WHITE 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT. 1.4 X--HT = CAPITAL LETTER HEIGHT) 2.5 2.5 23 X-","Drawing No. © CROWN COPYRIGHT P 953.3 . , NOTES:— 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. The tile outlines do not form part of the sign. 3. COLOURS : Background ------— BLUE Legend & Border ——— WHITE 4. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height. 1.4 x—-ht = capital letter height) 2.5 2.5 23 x—ht 1.5r ny Y Before using this drawing, confirm P953x3 that it has not been superseded. Department for Title: Informatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Ti t ENTRANCE TO BUS STATION, At 8.7.04 LW. SEE ranspor 5: woowsty:| yore | P 953.3 DEPOT OR GARAGE R.M. "
p962,,,x,"BACKGROUND ------- WHITE L D, SYMBOLS, | VARIANT ARROW & BORDERS ~~~ BLACK = (OO) I 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER + . VASE . DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 49","Drawing No. Related Drawing P 962 S 25 sheet 1 Before using this drawing, confirm that it has not been superseded. © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Heavy alphabet at the x-heights shown. Equal Equal fk 2. Symbol details are given on drawing S 25 sheet 1. (7 .\ 3. The tile outlines do not form part of the signs. I ( } f ) 4. COLOURS : Background -—----— WHITE L d, Symbols, | VARIANT Arrow & Borders ~~~ BLACK = (Oo) i 5. DIMENSIONS : x—heights are in millimetres, other + . vase . dimensions are in stroke widths. (4sw = x—height) 49 Bus lanes 6. See section 12 in Chapter 7 of the Traffic Signs Manual L : : : i : for further details regarding time periods. 7 5 I i on = Pri 4"" ‘ a. arrow il 7-80 ° 9.30 am ;—t - — a 4h Ae ae ae 13 2.5 . 1.5 2.5 {4 At 2.5 8 VARIANT B (l ! 3 — —¥) (60) P962 t |b 25 Department for Title: Informatory Signs ‘seve: ve res Prown ey Dimensions: Drawing No. Transport BUS LANE ON ROAD B: 31.804 Approved by NOTE 5 P 962 AT JUNCTION AHEAD oc: ew "
p962x1,,,x,"BACKGROUND ------ WHITE LEGEND, SYMBOL, [ENON | ARROW & BORDER --- BLACK T ARROW 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER 4 IA A) DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 7 1.5R 6.","Drawing No. Related Drawing P 962.1 S24 NOTES: 1. © CROWN COPYRIGHT The legend is from the Transport Heavy alphabet at Sheet 1 of 2 the x—heights shown. 2. Symbol details are given on drawing S 24. 3. The tile outlines do not form part of the sign. 4. COLOURS : Background -—---— WHITE Legend, Symbol, [enon | Arrow & Border --— BLACK t arrow 5. DIMENSIONS : x—heights are in millimetres, other 4 ia A) dimensions are in stroke widths. (4sw = x—height) 7 1.5r 6. See sheet 2 for variants. i <ell? t QOe@ 44 2.5 1.5 ‘ : =a ef || Cycle lane ||. 3 - 4) (60) 2.5 2.5 2.5 Before using this drawing, confirm P962x1-1 that it has not been superseded. Department for Title: Informatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. CYCLE LANE ON ROAD Ar 28.794) SP. SEE P 962.1 ranspor B: 3.9.04 | Approved by: NOTE 5 . AT JUNCTION AHEAD c: RM. Sheet 1 of 2 "
p962x2,,,x,"BACKGROUND ------- WHITE, L D, SYMBOLS, ! ~ CVIE LE LANE ARROW & BORDER --- BLACK Y . . . . 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER F ( IT }F \{ } O -| BE DIMENSIONS ARE IN STROKE WIDTHS.","Drawing No. Related Drawings Before using this drawing, confirm © CROWN COPYRIGHT P 962.2 S 24 & S 25 Sheet 1 that it has not been superseded. . NOTES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. Cycle and bus symbol details are given on drawings S 24 and S 25 sheet 1 respectively. > 14 be 4 4 3. The tile outlines do not form part of the signs. cycle 4, COLOURS : Background -—----— WHITE, L d, Symbols, ! ~ CVie le lane Arrow & Border ——— BLACK y . . . . 5. DIMENSIONS : x—heights are in millimetres, other f ( it }f \{ } O —| be dimensions are in stroke widths. (4sw = x—height) 13 25 4 © © . + 1s a= a= 10 \o 7 1 (a's (S) SS) === 62 25 ©) © ©) ©) 8 >» 51 i 2.5 2 8 ; Tl! Bus ane ~ Bus and eyele lane ||» | Bus ene , UES Ee 4|LON ~ cycle lane Ts de t 1.56 16 inner arrow radius VARIANTS P962x2 Department for Title: Informatory Signs Issue: Date: Drawn by : Dimensions : | Drawing No. Transport CONTRA-FLOW BUS and CYCLE e301 | poresed b SEE P 962.2 : 9. rove : . P LANE ON ROAD AT JUNCTION AHEAD | 6: tai] ew | NOTE § "
np958x12,,,x,"- BACKGROUND BLUE LEGEND, SYMBOLS & BORDER --- WHITE LEGEND ON BUS SYMBOL BLACK . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) . THE LEGEND ‘L","Drawing No. NP 958.12 Related Drawings S 23, S 24, & S 25 (60) NP958x12 , | 40 1 f NOTES: — ~ 3.5 | local © © authorised vehicles _ 5D OW taxt 4 Zax wo 2.5 ee ND - 5O x=ht 5 2 R _ (Ae 1.5r 42.5 1.5 Ne ‘y) 95.5 66 1. © CROWN COPYRIGHT The legend is from the Transport Medium alphabet at the x—heights shown. The word ‘local’ on the bus is from the Transport Heavy alphabet. . Symbol details are given on drawings S 23, S 24 and S 25 sheets 1 & 2. The symbols must always face left. . The tile outlines do not form part of the sign. . COLOURS: — Background BLUE Legend, Symbols & Border ——— WHITE Legend on bus symbol BLACK . DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) . The legend ‘local’ may be omitted and the bus symbol varied to the one shown on drawing S 25 sheet 1. A time plate may be added in the same colours (see drawing P 961). F184 5} OS Before using this drawing, confirm that it has not been superseded. | 17 | Department for Transport Title: Informatory Sign Issue: BUS, AUTHORISED VEHICLES .. AND MOTOR CYCLE LANE AHEAD | ¢: Date: 12.8.05 Drawn by: L.W./R.M. Approved by: R.M. Dimensions: NOTE 5 Drawing No. NP 958.12 SEE "
p958x1,,,x,BACKGROUND ------- BLUE | SYMBOL & BORDER --- WHITE 5 ~~ 4. DIMENSIONS : ALL IN STROKE WIDTHS (1SW = % OF NOTIONAL J X-HEIGHT). THE TABLE OF SIGN SIZES SHOWS THE ACTUAL SIGN SIZES IN MILLIMETRES. 19 5,"Drawing No. Related Drawing © CROWN COPYRIGHT P 958.1|__$ 24 is ore gi NOTES: 1. Symbol details are given on drawing S 24. The symbol must always face left. 2. The tile outline does not form part of the sign. 1.54.5 10.5 1.5 —| | 34 | 3 11—| 3. COLOURS : Background ------- BLUE | Symbol & Border —-— WHITE 5 ~~ 4. DIMENSIONS : All in stroke widths (1sw = % of notional j x—height). The table of sign sizes shows the actual sign sizes in millimetres. 19 5. A time plate may be added in the same colours (see 20 | drawing P 961). (2) ' 7 f 64 TABLE OF SIGN SIZES (mm) One stroke width 12.5 15 Width of sign 825 990 Height of sign 800 960 Q ) Before using this drawing, confirm P958x1 that it has not been superseded. Title: 7 Issue: Date: | Drawn by: Dimensions: Drawing No. Informatory Sign yt 9 Department for y Sig a. tenes oP Transport 8: 980s mes | P 958.1 WITH-FLOW CYCLE LANE AHEAD | 8: ‘8.04 | Approved by:) NOTE 4 . Cc: R.M. "
p2602x2,,,x,"BACKGROUND TO MAIN SIGNS ---------- BLUE NUMERALS, SYMBOLS & BORDERS --------- WHITE. BACKGROUND TO ROUTE NUMBER PATCHES NATIONAL ROUTE -------- RED REGIONAL ROUTE ---------- BLUE 17 5. DIMENSIONS : X","Drawing No. Related Drawing | Before using this drawing, confirm © CROWN COPYRIGHT P 2602.2 S 24 that it has not been superseded. NOTES: 1. Numerals are from the Transport Medium alphabet at the x—heights shown. 2. Cycle symbol details are given on drawing S 24. 3. The tile outlines do not form part of the signs. 4. COLOURS : Background to main signs ---------— BLUE Numerals, Symbols & Borders -------—— WHITE. Background to route number patches National route —------— RED Regional route ------—-—— BLUE 17 5. DIMENSIONS : x—heights are in millimetres, other - > dimensions are in stroke widths. (4sw = x—height) i — — 2.5 10 1 1 x—height —- 2.5 1.5 24 min —— 10.5 48 max —— 10.5 — ' Tile _ 2.5 | || \ 0.5 Radius 1 inside 1.5 outside DETAILS OF ROUTE NUMBER PATCH P2602x2 Title: Issue: Date: | Drawn by: Dimensions: Drawing No. Department for A: 27.1.04 LW. Transport | \ationac cycle Route NuMBER | & rooroved by:} noes | P 2602.2 Cc: R.M. Cycle Route Signs "
p963,,,x,"BACKGROUND --------------- BLUE LEGEND, SYMBOL & BORDER --- WHITE 40 LOOK LEFT = 40 BUS >| VARIANT - T (A | ~\ , $$ I ||"" BUS LANE BUS LANES ‘TT IL 99) LISS AE 1|| [O-© “SO LOOK BOTH OT LOOK RIGHT 50","Drawing No. Related Drawing Before using this drawing, confirm P 963 S 25 sheet 1 that it has not been superseded. BUS LANE COCOCICI0 © (©) © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. . Symbol details are given on drawing S 25 sheet 1. . The tile outlines do not form part of the signs. . COLOURS : Background —----—-—--—---— BLUE Legend, Symbol & Border ——— WHITE 40 LOOK LEFT = 40 bus >| VARIANT - t (a | ~\ , $$ i ||"" BUS LANE BUS LANES ‘tT il 99) Liss ae 1|| [O—© “so LOOK BOTH ot LOOK RIGHT 50 x-ht ‘WAYS of i AY i le “— \ J) 2.5 2.5 2.5 VARIANT P963 Department for Title: PEDESTRIAN SIGNS ‘seve: eoes Prown ey ae Drawing No. Transport 8 s90t| tmmowsty:| noes | P G63 INDICATING BUS LANES Cc: R.M. "
p963x1,,,x,"BACKGROUND ------------ BLUE 5 ON) WAYS = ‘J 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) VARIANT I || CYCLE LANE CYCLE LANE A | A&& IAOX","Drawing No. Related Drawing Before using this drawing, confirm © CROWN COPYRIGHT P 963 1 S 24 that it has not been superseded. NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Symbol details are given on drawing S 24. CYCLE TRACK CYCLE LAN ES 3. The tile outlines do not form part of the signs. 4. COLOURS : Background ------------ BLUE 5 On) WAYS = ‘J 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) VARIANT i || CYCLE LANE CYCLE LANE A | a&& iaOx — — — 3 . pp (40) LOOK LEFT , | LOOK RIGHT j= VARIANT i \ Ik a a P963x1 Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Department for A: 16.9.94 S.P. SEE PEDESTRIAN SIGNS . Transport INDICATING CYCLE LANES cen | Approved by) NOTE 5 P 963.1 "
p963x2,,,x,"BACKGROUND ------------- BLUE LEGEND, SYMBOLS & BORDER --- WHITE ~ 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER 5R BU S AND | DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) CYCLE LANE = BU","Drawing No. Related Drawings © CROWN COPYRIGHT P 963.2 S 24 & S 25 Sheet 1 NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Cycle and bus symbol details are given on drawings S 24 and S 25 sheet 1 respectively. 3. 40 bus The tile outlines do not form part of the signs. 2.5 2.5 4. —_ 17 cycle — aa f- COLOURS : Background ------------- BLUE Legend, Symbols & Border ——— WHITE ~ 5. DIMENSIONS : x—heights are in millimetres, other 5r BU S AND | dimensions are in stroke widths. (4sw = x—height) CYCLE LANE = BUS AND | os a CYCLE LANES BUS AND 2.8 tk => + Ww ©) © CYCLE LANE ‘dS 14 lo} al ee 61 “o) Look BOTH . er LOOK RIGIIT ||=0 : XQ a4 aS 1.2 VARIANT VARIANT eee Before using this drawing, confirm P963x2 that it has not been superseded. Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Department for PEDESTRIAN SIGNS Ar 169.84) SP. SEE Transport INDICATING BUS & CYCLE LANES | ¢. | “Pres? PY'] NOTE 5 P 963.2 "
p963x3,,,x,"BACKGROUND -------------- BLUE LEGEND, SYMBOL & BORDER --- WHITE 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) TRAMWAY TRAMWAY 3 ; . CUES |","Drawing No. P 963.3 Related Drawing S 26 Before using this drawing, confirm that it has not been superseded. 40 tram — 2.8 (( ale N lo} TRAMWAY & mike Poa) a (40) © CROWN COPYRIGHT NOTES: 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Symbol details are given on drawing S 26. 3. The tile outlines do not form part of the signs. 4. COLOURS : Background —-----—-—----— BLUE Legend, Symbol & Border —-— WHITE 5. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) TRAMWAY TRAMWAY 3 ; . cues || LOOK BOTH |\=0 7 wale WAYS } LOOK RIGHT | || LOOK LEFT _) -| b | b | b VARIANT VARIANT P963x3 Transport Title: PEDESTRIAN SIGNS ‘seve: eoes Prown ey ae Drawing No. P INDICATING TRAMWAYS cet | APprened by) NOTE 5 P 965.5 "
p967,,,,BACKGROUND --------- BLUE SYMBOL & BORDER --- WHITE . DIMENSIONS : THOSE SHOWN ARE IN STROKE WIDTHS (1SW = % OF NOTIONAL X-HEIGHTS). THE TABLE OF SIGN SIZES SHOWS THE ACTUAL SIGN HEIGHTS AND WIDTHS,Drawing No. Related Drawing P 967 |_S 24 re > 1.5r 2 =|] aes a SUNS 5 NOTES: 1. © CROWN COPYRIGHT Symbol details are given on drawing S 24. . The tile outline does not form part of the sign. . COLOURS : Background —---—--—— BLUE Symbol & Border —-— WHITE . DIMENSIONS : Those shown are in stroke widths (1sw = % of notional x—heights). The table of sign sizes shows the actual sign heights and widths in millimetres. TABLE OF SIGN SIZES (mm) One Stroke Width 10 12.5 Height of Sign 300 | 375 Width of Sign 440 | 550 T 34 | P967 that it has not been superseded.” Department for Title: Informatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. ROUTE FOR PEDAL CYCLES ON | * 8794] sP. _ Transport MAIN CARRIAGEWAY OF A ROAD | ¢. | Peer”) NoTE 4 P 96/7 
p965,,,x,"BACKGROUND ---------------- BLUE 2.5 2.5 LEGEND, SYMBOL & BORDER --- WHITE AL R -~ -- 5. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER RY 4 [Y ~\ DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) 2","Drawing No. Related Drawing © CROWN COPYRIGHT P 965 |-3 24 ! NOTES:— 1. The legend is from the Transport Medium alphabet at the x—heights shown. 2. Symbol details are given on drawing S 24. 3. The tile outlines do not form part of the sign. 4. COLOURS : Background —---—--—-—--—--— BLUE 2.5 2.5 Legend, Symbol & Border -—— WHITE al r —~ -- 5. DIMENSIONS : x—heights are in millimetres, other ry 4 [y ~\ dimensions are in stroke widths. (4sw = x—height) 2.8 ; 1 aw tL (30) 3 fee 50 x—ht V4 : : y 12 TS. w, |-— 27.2 cycle —>| | 1.5 Before using this drawing, confirm P965 that it has not been superseded. Department for Title: Cycle Sign issues eoes Prown bys Dimensions: Drawing No. Ti ee _ SEE B: 21.1.04 : ransport | &ND OF CYCLE ROUTE | ® poorored by:/ Note 5 P 965 "
p966,,,x,BACKGROUND ----- - BLUE A EE >) 1.5 LEGEND & B DER --- WHITE “| | CYCLI ISTS REJOIN EE PE EE EE EE 4. DIMENSIONS -HEIGHT DIM TROKE WIDTHS. (4SW = MILLIMET -HEIGHT) TH 40 X -HT CARRIAGEW,"Drawin g No. Bef P 966 that it h this drawin g, confirm tb p ded (©) CROWN COPYRIGHT NOTES: — 1. The legend from the Ti port Medium alphabet t the x—heights sh 2. The til tl d t form part of th g 3. COLOURS : Background —---- — BLUE a ee >) 1.5 Legend & B der ——— WHITE “| | CYCLI ISTS REJOIN ee pe ee ee ee 4. DIMENSIONS —height dim troke widths. (4sw = millimet —height) th 40 x —ht CARRIAGEWAY | maw ~ le wy) (50) 2.5 2.5 17 2.8 ee ee \\ 1.5 2.8 17 Fe aT 1.5 4 CYCLISTS oe ee 31 _ 40 x —ht oe mene ISTS~ : ee REJO [IN DISMOUNT 40 x —ht CARRIAG EWA) (50) bbb ebb bebe bbb bene nes J) (50) 1.2 at L ke = 2.5 £\ |e 2.5 ""a 2.5 P966 Title Cycle Signs | Dat Drawn by Dimensions rawin g No. Department for A 16.9.94 21.1.04 App d by S.P SEE Transport CYCLISTS REJOIN CARRIAGEWAY | 8 Cc 11.11.11 R.M NOTE 4 Pr 966 "
p968,,,,- THIS PLATE IS USED WITH P 801 TO CREATE THE SIGN 'P’ SIGN BACKGROUND ~------ BLUE SYMBOL & BORDER --- WHITE /X \\ BACKGROUND ---------- WHITE = (SS CYCLE PLATE SWMBOL & BORDER --- BLACK I ORD = ) -,"Drawing No. Related Drawings © CROWN COPYRIGHT P 968 |S 24 & P 801 NOTES: 1. The sign uses the parking sign shown on drawing P 801 but at 170mm square, retaining the same proportions. 2. Cycle symbol details are given on drawing S 24. 3. The tile outlines do not form part of the sign. 4. COLOURS: — This plate is used with P 801 to create the sign 'P’ sign Background ~----—— BLUE Symbol & Border ——— WHITE /x \\ Background —---—-—-—— WHITE = (Ss Cycle Plate swmbol & Border --— BLACK i Ord = ) - “Fe I | L- 40 170 |. 40-m re 170 sq—— 250 ! 250 Before using this drawing, confirm P968 that it has not been superseded. Department for Title: Informatory Sign Issue: Date: | Drawn by: Dimensions: Drawing No. PARKING PLACE AP B78) SP. ranspor B: 31.8.04 | Approved by: MILLIMETRES Pp 9 5 8 FOR PEDAL CYCLES : ee "
p857x1,,,x,LEGEND WHITE *19 MIN BACKGROUND TO LEGEND/BORDER --- BLUE 24 MAX * 49 MIN DISPLAY AREA -- WHITE 24 MAX 12 MIN BLUE THE WHITE SPACE IS FOR DISPLAYING INFORMATION REGARDING THE TAXI SERVICE,"Drawing No. Before using this drawing, confirm (©) CROWN COPYRIGHT that it has not been superseded. P 857.1 NOTES: 1 The legend is from the Transport Medium alphabet at the x—-heights shown. * these dimensions apply when the width of sign is The tile outlines do not form part of the signs. determined by the heading —-— ee COLOURS : Legend WHITE *19 min Background to legend/Border -—— BLUE 24 max * 49 min Display area —— WHITE 24 max 12 min BLUE The white space is for displaying information regarding the taxi service. 24 max AP a VA x—ht 60 min 7 ( 4 12 min 120 max 20 min Stand for 3 taxis Stand for) '*""™ 40 max 100 min 200 max 3 taxis 4 8 min ! 250 min 7 16 max WHITE VARIANT : WHITE SPACE OMITTED 500 max 170 min 3540 max _>-—( = 20 min 40 max Equal Equal vepbe ene eee eeeesmeeeeeemee eters ctgpeeeeeeeeeeeree ceggaeees cegeeeeeeeseeeserameretseees A Stand for 9 taxis t 20 min \ 10r min 40 max 20r max Dimensions for intermediate plate sizes are in the same proportion as those shown for minimum sizes. VARIANT : SIGN WIDER THAN THE HEADING P857x1 Title: Issue: Date: Drawn by: Dimensions: Drawing No. Department for Informatory Signs A 3.8.94 S.P./R.M. TAXI RANK INFORMATION B 27.7.95 Approved by: MILLIMETRES P BO/.1 Transport Cc 3.12.04 R.M. "
