code,name,family,file,size,notes
531-15,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 4 auf 2 Fahrstreifen",Richtzeichen (guide),EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_RECHTS_VON_4_AUF_2_FAHRSTREIF_531-15.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-531/531-15.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
531-16,"Einengungstafel - ohne Gegenverkehr - Einzug rechts, von 5 auf 3 Fahrstreifen",Richtzeichen (guide),EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_RECHTS_VON_5_AUF_3_FAHRSTREIF_531-16.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-531/531-16.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
531-24,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 3 auf 1 Fahrstreifen",Richtzeichen (guide),EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_LINKS_VON_3_AUF_1_FAHRSTREIFE_531-24.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-531/531-24.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
531-25,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 4 auf 2 Fahrstreifen",Richtzeichen (guide),EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_LINKS_VON_4_AUF_2_FAHRSTREIFE_531-25.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-531/531-25.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
531-26,"Einengungstafel - ohne Gegenverkehr - Einzug links, von 5 auf 3 Fahrstreifen",Richtzeichen (guide),EINENGUNGSTAFEL_OHNE_GEGENVERKEHR_EINZUG_LINKS_VON_5_AUF_3_FAHRSTREIFE_531-26.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-531/531-26.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-22,Trennungstafel - 2-streifig durchgehend und 2-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_2_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-22.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-533/533-22.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-23,Trennungstafel - 3-streifig durchgehend und 2-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_3_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-23.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-533/533-23.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-24,Trennungstafel - 4-streifig durchgehend und 1-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_RECHTS_AB_533-24.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-533/533-24.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-25,Trennungstafel - 4-streifig durchgehend und 2-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-25.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-533/533-25.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-26,Trennungstafel - 4-streifig durchgehend und 3-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_3_STREIFIG_RECHTS_AB_533-26.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-533/533-26.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-27,Trennungstafel - 5-streifig durchgehend und 1-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_RECHTS_AB_533-27.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-533/533-27.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-28,Trennungstafel - 5-streifig durchgehend und 2-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_2_STREIFIG_RECHTS_AB_533-28.svg,2000x1600 mm,"VLT 2021: VLT 2021/Z-533/533-28.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-29,Trennungstafel - 5-streifig durchgehend und 3-streifig rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_3_STREIFIG_RECHTS_AB_533-29.svg,2000x1600 mm,"VLT 2021: VLT 2021/Z-533/533-29.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-60,Trennungstafel - 2-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_2_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-60.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-533/533-60.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-61,Trennungstafel - 3-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_3_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-61.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-533/533-61.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-62,Trennungstafel - 4-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_4_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-62.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-533/533-62.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
533-63,Trennungstafel - 5-streifig durchgehend und 1-streifig sowie aus dem rechten durchgehenden Fahrstreifen rechts ab,Richtzeichen (guide),TRENNUNGSTAFEL_5_STREIFIG_DURCHGEHEND_UND_1_STREIFIG_SOWIE_AUS_DEM_REC_533-63.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-533/533-63.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
538-30,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 282 - 2-streifig in Fahrtrichtung,Richtzeichen (guide),FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEM_ZEICHEN_282_2_STR_538-30.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-538/538-30.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
538-31,Fahrstreifentafel - ohne Gegenverkehr mit integriertem Zeichen 282 - 3-streifig in Fahrtrichtung,Richtzeichen (guide),FAHRSTREIFENTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEM_ZEICHEN_282_3_STR_538-31.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-538/538-31.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
541-12,Aufweitungstafel - ohne Gegenverkehr - 3-streifig plus Fahrstreifen links,Richtzeichen (guide),AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_3_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_541-12.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-541/541-12.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
541-13,Aufweitungstafel - ohne Gegenverkehr - 4-streifig plus Fahrstreifen links,Richtzeichen (guide),AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_4_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_541-13.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-541/541-13.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
541-22,Aufweitungstafel - ohne Gegenverkehr - 3-streifig plus Fahrstreifen rechts,Richtzeichen (guide),AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_3_STREIFIG_PLUS_FAHRSTREIFEN_RECHTS_541-22.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-541/541-22.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
541-23,Aufweitungstafel - ohne Gegenverkehr - 4-streifig plus Fahrstreifen rechts,Richtzeichen (guide),AUFWEITUNGSTAFEL_OHNE_GEGENVERKEHR_4_STREIFIG_PLUS_FAHRSTREIFEN_RECHTS_541-23.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-541/541-23.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
542-12,Aufweitungstafel - mit Gegenverkehr - 2-streifig plus Fahrstreifen links und 1 Fahrstreifen in Gegenrichtung,Richtzeichen (guide),AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_2_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-12.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-542/542-12.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
542-13,Aufweitungstafel - mit Gegenverkehr - 2-streifig plus Fahrstreifen links und 2 Fahrstreifen in Gegenrichtung,Richtzeichen (guide),AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_2_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-13.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-542/542-13.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
542-14,Aufweitungstafel - mit Gegenverkehr - 1-streifig plus Fahrstreifen links und 3 Fahrstreifen in Gegenrichtung,Richtzeichen (guide),AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_1_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-14.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-542/542-14.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
542-15,Aufweitungstafel - mit Gegenverkehr - 2-streifig plus Fahrstreifen links und 3 Fahrstreifen in Gegenrichtung,Richtzeichen (guide),AUFWEITUNGSTAFEL_MIT_GEGENVERKEHR_2_STREIFIG_PLUS_FAHRSTREIFEN_LINKS_U_542-15.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-542/542-15.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
550-25,Zusammenführungstafel - an durchgehender Strecke - 4-streifig plus 1 Fahrstreifen von rechts,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_4_STREIFIG_PLUS_1_FAHR_550-25.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-550/550-25.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
550-26,Zusammenführungstafel - an durchgehender Strecke - 4-streifig plus 2 Fahrstreifen von rechts,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_4_STREIFIG_PLUS_2_FAHR_550-26.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-550/550-26.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
550-27,Zusammenführungstafel - an durchgehender Strecke - 4-streifig plus 3 Fahrstreifen von rechts,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_4_STREIFIG_PLUS_3_FAHR_550-27.svg,2000x1600 mm,"VLT 2021: VLT 2021/Z-550/550-27.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
550-28,Zusammenführungstafel - an durchgehender Strecke - 5-streifig plus 1 Fahrstreifen von rechts,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_5_STREIFIG_PLUS_1_FAHR_550-28.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-550/550-28.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
550-29,Zusammenführungstafel - an durchgehender Strecke - 5-streifig plus 2 Fahrstreifen von rechts,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_5_STREIFIG_PLUS_2_FAHR_550-29.svg,2000x1600 mm,"VLT 2021: VLT 2021/Z-550/550-29.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
550-60,Zusammenführungstafel - an durchgehender Strecke - 5-streifig plus 3 Fahrstreifen von rechts,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_DURCHGEHENDER_STRECKE_5_STREIFIG_PLUS_3_FAHR_550-60.svg,2000x1600 mm,"VLT 2021: VLT 2021/Z-550/550-60.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
551-25,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 4-streifig durchgehend,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_1_STREIFIG_EINMUENDEND_551-25.svg,1250x1600 mm,"VLT 2021: VLT 2021/Z-551/551-25.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
551-26,Zusammenführungstafel - an einmündender Strecke - 2-streifig einmündend plus 4-streifig durchgehend,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_2_STREIFIG_EINMUENDEND_551-26.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-551/551-26.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
551-28,Zusammenführungstafel - an einmündender Strecke - 1-streifig einmündend plus 5-streifig durchgehend,Richtzeichen (guide),,,VLT 2021: 551-28.eps is byte-identical to 551-27.eps (551-27); not built until BASt ships the right file
551-27,Zusammenführungstafel - an einmündender Strecke - 3-streifig einmündend plus 4-streifig durchgehend,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_3_STREIFIG_EINMUENDEND_551-27.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-551/551-27.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
551-29,Zusammenführungstafel - an einmündender Strecke - 2-streifig einmündend plus 5-streifig durchgehend,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_2_STREIFIG_EINMUENDEND_551-29.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-551/551-29.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
551-60,Zusammenführungstafel - an einmündender Strecke - 3-streifig einmündend plus 5-streifig durchgehend,Richtzeichen (guide),ZUSAMMENFUEHRUNGSTAFEL_AN_EINMUENDENDER_STRECKE_3_STREIFIG_EINMUENDEND_551-60.svg,1600x1600 mm,"VLT 2021: VLT 2021/Z-551/551-60.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
101,Gefahrstelle,Gefahrzeichen (warning),GEFAHRSTELLE_101.svg,841x739 mm,"Musterdateien: Musterdateien/eps/101.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 84.1436 x 73.9423 cm; name from official list"
1010-65,E-Bikes,Zusatzzeichen (supplementary plates),E_BIKES_1010-65.svg,600x330 mm,"Musterdateien: Musterdateien/eps/1010-65.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 60 x 33 cm; name from official list"
264-2.3,Verbot für Fahrzeuge über tatsächliche Breite einschließlich der Fahrzeugspiegel,Vorschriftzeichen (regulatory),VERBOT_FUER_FAHRZEUGE_UEBER_TATSAECHLICHE_BREITE_EINSCHLIESSLICH_DER_F_264-2.3.svg,600x600 mm,"Musterdateien: Musterdateien/eps/264-2.3.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 60 x 60 cm; name from DVK comment"
314-50,"Parkhaus, Parkgarage",Richtzeichen (guide),PARKHAUS_PARKGARAGE_314-50.svg,600x600 mm,"Musterdateien: Musterdateien/eps/314-50.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 60 x 60 cm; name from official list"
515-11,Verschwenkungstafel - ohne Gegenverkehr mit integriertem Zeichen 264 - 2-streifig nach links,Richtzeichen (guide),VERSCHWENKUNGSTAFEL_OHNE_GEGENVERKEHR_MIT_INTEGRIERTEM_ZEICHEN_264_2_S_515-11.svg,1250x1600 mm,"Musterdateien: Musterdateien/eps/515-11.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 125 x 160 cm; name from official list"
605-11,Leitbake - Pfeilbake - Aufstellung rechts,Verkehrseinrichtungen (traffic devices),LEITBAKE_PFEILBAKE_AUFSTELLUNG_RECHTS_605-11.svg,250x1000 mm,"Musterdateien: Musterdateien/eps/605-11.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 25 x 100 cm; name from official list"
SB-BUS,Kraftomnibus,Sinnbilder und Symbole (pictograms),KRAFTOMNIBUS_SB-BUS.svg,150x150 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/bus/bus.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 15 x 15 cm; name from DVK comment; drawn on its white symbol field as BASt supplies it; identical EPS also shipped as RWBA 2000: bus.eps"
SB-FAHRRAD,Radfahrer,Sinnbilder und Symbole (pictograms),RADFAHRER_SB-FAHRRAD.svg,130x80 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/fahrrad/fahrrad.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 13 x 8 cm; name from DVK comment"
SB-GESPANNFUHRWERK,Gespannfuhrwerk,Sinnbilder und Symbole (pictograms),GESPANNFUHRWERK_SB-GESPANNFUHRWERK.svg,390x200 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/gespannfuhrwerk/so-22.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 230 x 200 cm; name from DVK comment"
SB-KUH,"Viehtrieb, Tiere",Sinnbilder und Symbole (pictograms),VIEHTRIEB_TIERE_SB-KUH.svg,127x82 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/kuh/kuh.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 12.7056 x 8.25 cm; name from DVK comment"
SB-LKW-ANH,Lastkraftwagen mit Anhänger,Sinnbilder und Symbole (pictograms),LASTKRAFTWAGEN_MIT_ANHAENGER_SB-LKW-ANH.svg,195x55 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/lkw-anh/lkw_anh.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 19.5 x 5.5 cm; name from DVK comment; identical EPS also shipped as RWBA 2000: lkw_anh.eps"
SB-LKW-SEITLICH,"Kraftfahrzeuge mit einem zulässigen Gesamtgewicht über 3,5t, einschließlich ihrer Anhänger, und Zugmaschinen, ausgenommen Personenkraftwagen und Kraftomnibusse",Sinnbilder und Symbole (pictograms),KRAFTFAHRZEUGE_MIT_EINEM_ZULAESSIGEN_GESAMTGEWICHT_UEBER_3_5T_EINSCHLI_SB-LKW-SEITLICH.svg,107x55 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/lkw-seitlich/lkw_seitlich.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 10.75 x 5.5 cm; name from DVK comment"
SB-MOFA,Mofas,Sinnbilder und Symbole (pictograms),MOFAS_SB-MOFA.svg,127x70 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/mofa/mofa.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 12.75 x 7 cm; name from DVK comment"
SB-MOTORRAD,"Krafträder, auch mit Beiwagen, Kleinkrafträder und Mofas",Sinnbilder und Symbole (pictograms),KRAFTRAEDER_AUCH_MIT_BEIWAGEN_KLEINKRAFTRAEDER_UND_MOFAS_SB-MOTORRAD.svg,129x103 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/motorrad/motorrad.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 12.875 x 10.3421 cm; name from DVK comment"
SB-PERSON-GEHEND,Fußgänger,Sinnbilder und Symbole (pictograms),FUSSGAENGER_SB-PERSON-GEHEND.svg,69x125 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/person-gehend/person_gehend.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 6.8845 x 12.5 cm; name from DVK comment"
SB-PKW-ANH,Personenkraftwagen mit Anhänger,Sinnbilder und Symbole (pictograms),PERSONENKRAFTWAGEN_MIT_ANHAENGER_SB-PKW-ANH.svg,197x50 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/pkw-anh/pkw_anh.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 19.75 x 5 cm; name from DVK comment; identical EPS also shipped as RWBA 2000: pkw_anh.eps"
SB-PKW-SEIT,Personenkraftwagen,Sinnbilder und Symbole (pictograms),PERSONENKRAFTWAGEN_SB-PKW-SEIT.svg,130x50 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/pkw-seitlich/PKW_SEIT.EPS; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 13 x 5 cm; name from DVK comment"
SB-PKW-VORNE,Kraftwagen und sonstige mehrspurige Kraftfahrzeuge,Sinnbilder und Symbole (pictograms),KRAFTWAGEN_UND_SONSTIGE_MEHRSPURIGE_KRAFTFAHRZEUGE_SB-PKW-VORNE.svg,105x80 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/pkw-vorne/pkw_vorne.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 10.5 x 8 cm; name from DVK comment"
SB-REITER,Reiter,Sinnbilder und Symbole (pictograms),REITER_SB-REITER.svg,132x115 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/reiter/reiter.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 13.1875 x 11.5 cm; name from DVK comment"
SB-STRASSENBAHN,Straßenbahn,Sinnbilder und Symbole (pictograms),STRASSENBAHN_SB-STRASSENBAHN.svg,140x67 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/strassenbahn/strassenbahn.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 14 x 6.65023 cm; name from DVK comment"
SB-TRAKTOR,"Kraftfahrzeuge und Züge, die nicht schneller als 25 km/h fahren können oder dürfen",Sinnbilder und Symbole (pictograms),KRAFTFAHRZEUGE_UND_ZUEGE_DIE_NICHT_SCHNELLER_ALS_25_KM_H_FAHREN_KOENNE_SB-TRAKTOR.svg,130x105 mm,"StVO § 39 Abs. 7: Sinnbilder und Symbole/StVO §39 Abs 7/traktor/traktor.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm), DVK extent 13 x 10.5 cm; name from DVK comment"
SB-AMPHIBIENWANDERUNG,Amphibienwanderung,Sinnbilder und Symbole (pictograms),AMPHIBIENWANDERUNG_SB-AMPHIBIENWANDERUNG.svg,278x218 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/amphibienwanderung/Amphibienwanderung.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-BEWEGLICHE-BRUECKE,Bewegliche Brücke,Sinnbilder und Symbole (pictograms),BEWEGLICHE_BRUECKE_SB-BEWEGLICHE-BRUECKE.svg,554x285 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/bewegliche-brücke/Bewegliche-Brücke.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-FLUGBETRIEB,Flugbetrieb,Sinnbilder und Symbole (pictograms),FLUGBETRIEB_SB-FLUGBETRIEB.svg,267x252 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/flugbetrieb/Flugbetrieb.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-FUSSGAENGERUEBERWEG,Fußgängerüberweg,Sinnbilder und Symbole (pictograms),FUSSGAENGERUEBERWEG_SB-FUSSGAENGERUEBERWEG.svg,460x392 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/fußgängerüberweg/Fußgängerüberweg.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-SCHNEE-ODER-EISGLAETTE,Schnee- oder Eisglätte,Sinnbilder und Symbole (pictograms),SCHNEE_ODER_EISGLAETTE_SB-SCHNEE-ODER-EISGLAETTE.svg,246x285 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/schnee-oder eisglätte/Schnee-oder Eisglätte.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-SPLITT-SCHOTTER,"Splitt, Schotter",Sinnbilder und Symbole (pictograms),SPLITT_SCHOTTER_SB-SPLITT-SCHOTTER.svg,548x215 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/splitt-schotter/Splitt-Schotter.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-STEINSCHLAG,Steinschlag,Sinnbilder und Symbole (pictograms),STEINSCHLAG_SB-STEINSCHLAG.svg,554x390 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/steinschlag/Steinschlag.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
SB-UFER,Ufer,Sinnbilder und Symbole (pictograms),UFER_SB-UFER.svg,548x239 mm,StVO § 39 Abs. 8: Sinnbilder und Symbole/StVO §39 Abs 8/ufer/Ufer.eps; DV-Vision EPS at 1:1 (1 pt = 0.3528 mm); name from DVK comment
