code,name,family,file,size,diagram,notes
857.1,Information relating to a taxi rank for the number of taxis specified,On-Street Parking,INFORMATION_RELATING_TO_A_TAXI_RANK_FOR_THE_NUMBER_OF_TAXIS_SPECIFIED_857.1.svg,5843x4275 mm,857.1,"working drawing p857x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
557.4,Road hump to the right and at 20 yards,Traffic Calming,ROAD_HUMP_TO_THE_RIGHT_AND_AT_20_YARDS_557.4.svg,5014x2201 mm,557.4,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
557.3,Road humps ahead to the right for 300 yards,Traffic Calming,ROAD_HUMPS_AHEAD_TO_THE_RIGHT_FOR_300_YARDS_557.3.svg,4158x2861 mm,557.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
557.2,Road humps ahead for half a mile,Traffic Calming,ROAD_HUMPS_AHEAD_FOR_HALF_A_MILE_557.2.svg,4158x1965 mm,557.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
557.1,Road hump or series of road humps ahead,Traffic Calming,ROAD_HUMP_OR_SERIES_OF_ROAD_HUMPS_AHEAD_557.1.svg,600x527 mm,557.1,600 mm (working drawing p557x1; alternatives 750/900/1200)
883,Start of area with traffic calming features,Traffic Calming,START_OF_AREA_WITH_TRAFFIC_CALMING_FEATURES_883.svg,2000x1780 mm,883.0,"working drawing p883 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
547.8,Crossing on road hump ahead,Traffic Calming,CROSSING_ON_ROAD_HUMP_AHEAD_547.8.svg,1790x1030 mm,547.8,"working drawing p547x8 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
811,Traffic has priority over vehicles from the opposite direction,Traffic Calming,TRAFFIC_HAS_PRIORITY_OVER_VEHICLES_FROM_THE_OPPOSITE_DIRECTION_811.svg,614x700 mm,811.0,700 mm (working drawing p811; alternatives 525/875/1050/1400/600/1000/1200/1600); 1 stroked path(s) outlined with Inkscape
811.1,Traffic has priority over vehicles from the opposite direction,Traffic Calming,TRAFFIC_HAS_PRIORITY_OVER_VEHICLES_FROM_THE_OPPOSITE_DIRECTION_811.1.svg,3987x2203 mm,811.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
881A,Start of a designated home zone,Traffic Calming,START_OF_A_DESIGNATED_HOME_ZONE_881A.svg,1160x1460 mm,881.0,"working drawing p881 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
884V,Start of a designated quiet lane in England,Traffic Calming,START_OF_A_DESIGNATED_QUIET_LANE_IN_ENGLAND_884V.svg,1160x1630 mm,884.0,"working drawing p884 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
885,End of designated quiet lane in England,Traffic Calming,END_OF_DESIGNATED_QUIET_LANE_IN_ENGLAND_885.svg,1154x1621 mm,885.0,"working drawing p885 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
884,Start of a designated quiet lane in England,Traffic Calming,START_OF_A_DESIGNATED_QUIET_LANE_IN_ENGLAND_884.svg,1160x1460 mm,884.0,"working drawing p884 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2902.1,"Direction to a motorway at the junction shown, indicating route number",Motorway Signs,DIRECTION_TO_A_MOTORWAY_AT_THE_JUNCTION_SHOWN_INDICATING_ROUTE_NUMBER_2902.1.svg,1870x1550 mm,2902.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2902,"Direction to a motorway at the junction shown, indicating route number and destination reached along the motorway",Motorway Signs,DIRECTION_TO_A_MOTORWAY_AT_THE_JUNCTION_SHOWN_INDICATING_ROUTE_NUMBER__2902.svg,3610x1120 mm,2902.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2910,Number of route reached from a motorway exit road,Motorway Signs,NUMBER_OF_ROUTE_REACHED_FROM_A_MOTORWAY_EXIT_ROAD_2910.svg,5160x2640 mm,2910.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2910.1,Number of route reached from a motorway exit road,Motorway Signs,NUMBER_OF_ROUTE_REACHED_FROM_A_MOTORWAY_EXIT_ROAD_2910.1.svg,3780x3520 mm,2910.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
825,100 yards to a roundabout or the next point at which traffic may leave a route,Motorway Signs,100_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_825.svg,1140x1930 mm,825.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
824,200 yards to a roundabout or the next point at which traffic may leave a route,Motorway Signs,200_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_824.svg,1140x1930 mm,824.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
823,300 yards to a roundabout or the next point at which traffic may leave a route,Motorway Signs,300_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_823.svg,1140x1930 mm,823.0,"no size figure read from working drawing p823; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2903,"Motorway junction ahead, displaying the route number and destination reached by taking this route",Motorway Signs,MOTORWAY_JUNCTION_AHEAD_DISPLAYING_THE_ROUTE_NUMBER_AND_DESTINATION_RE_2903.svg,2700x1690 mm,2903.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2906,"Motorway junction, displaying route number and destination reached as well as destination reached by remaining on the motorway",Motorway Signs,MOTORWAY_JUNCTION_DISPLAYING_ROUTE_NUMBER_AND_DESTINATION_REACHED_AS_W_2906.svg,760x920 mm,2906.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
823R,300 yards to a roundabout or the next point at which traffic may leave a route,Motorway Signs,300_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_823R.svg,1140x1930 mm,823.0,"no size figure read from working drawing p823; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
824R,200 yards to a roundabout or the next point at which traffic may leave a route,Motorway Signs,200_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_824R.svg,1140x1930 mm,824.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
825R,100 yards to a roundabout or the next point at which traffic may leave a route,Motorway Signs,100_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_825R.svg,1140x1930 mm,825.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2912,Junction ahead with another motorway,Motorway Signs,JUNCTION_AHEAD_WITH_ANOTHER_MOTORWAY_2912.svg,6330x3820 mm,2912.0,"working drawing p2912 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
873+876,Additional traffic lane joining from the left ahead in 200 yards. Traffic on the main carriageway has priority over joining traffic,Motorway Signs,ADDITIONAL_TRAFFIC_LANE_JOINING_FROM_THE_LEFT_AHEAD_IN_200_YARDS_TRAFF_873+876.svg,2320x3120 mm,873.0,"no size figure read from working drawing p873; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
874,Additional traffic lanes joining from the right ahead. Traffic on the main carriageway has priority over joining traffic,Motorway Signs,ADDITIONAL_TRAFFIC_LANES_JOINING_FROM_THE_RIGHT_AHEAD_TRAFFIC_ON_THE_M_874.svg,2240x2920 mm,874.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
868.1M,Additional traffic lane joining from the left ahead,Motorway Signs,ADDITIONAL_TRAFFIC_LANE_JOINING_FROM_THE_LEFT_AHEAD_868.1M.svg,1770x2200 mm,868.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
868M,Additional traffic lane joining from the right ahead,Motorway Signs,ADDITIONAL_TRAFFIC_LANE_JOINING_FROM_THE_RIGHT_AHEAD_868M.svg,2150x1390 mm,868.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
877M,Appropriate traffic lanes for different manoeuvres at a junction ahead,Motorway Signs,APPROPRIATE_TRAFFIC_LANES_FOR_DIFFERENT_MANOEUVRES_AT_A_JUNCTION_AHEAD_877M.svg,2930x1490 mm,877.0,"working drawing p877 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2927,Motorway junction ahead leading to a town or geographical area containing several tourist attractions and a Tourist Information Point or Centre,Motorway Signs,MOTORWAY_JUNCTION_AHEAD_LEADING_TO_A_TOWN_OR_GEOGRAPHICAL_AREA_CONTAIN_2927.svg,3120x3210 mm,2927.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2925,Roundabout ahead leading from a motorway exit slip road to the tourist attractions shown,Motorway Signs,ROUNDABOUT_AHEAD_LEADING_FROM_A_MOTORWAY_EXIT_SLIP_ROAD_TO_THE_TOURIST_2925.svg,4140x2580 mm,2925.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2924,Junction ahead from a motorway exit slip road to the tourist attractions shown,Motorway Signs,JUNCTION_AHEAD_FROM_A_MOTORWAY_EXIT_SLIP_ROAD_TO_THE_TOURIST_ATTRACTIO_2924.svg,4750x1710 mm,2926.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2926,Junction ahead from a motorway exit slip road to the tourist attractions shown,Motorway Signs,JUNCTION_AHEAD_FROM_A_MOTORWAY_EXIT_SLIP_ROAD_TO_THE_TOURIST_ATTRACTIO_2926.svg,4080x1570 mm,2924.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2927.1,Exit from a motorway at a junction ahead that should be used for a tourist attraction,Motorway Signs,EXIT_FROM_A_MOTORWAY_AT_A_JUNCTION_AHEAD_THAT_SHOULD_BE_USED_FOR_A_TOU_2927.1.svg,2440x1680 mm,2927.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2920.1,Direction to a named service area and showing the name of the operator,Motorway Signs,DIRECTION_TO_A_NAMED_SERVICE_AREA_AND_SHOWING_THE_NAME_OF_THE_OPERATOR_2920.1.svg,6040x3280 mm,2920.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2918,10 miles to the next motorway service area,Motorway Signs,10_MILES_TO_THE_NEXT_MOTORWAY_SERVICE_AREA_2918.svg,4530x2860 mm,2918.0,"working drawing p2918 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2917V,Availability of motorway service areas ahead with distances,Motorway Signs,AVAILABILITY_OF_MOTORWAY_SERVICE_AREAS_AHEAD_WITH_DISTANCES_2917V.svg,2160x2020 mm,2917.0,"working drawing p2917 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2917,Availability of motorway service areas ahead with distances and names of operators,Motorway Signs,AVAILABILITY_OF_MOTORWAY_SERVICE_AREAS_AHEAD_WITH_DISTANCES_AND_NAMES__2917.svg,8560x5280 mm,2917.0,"working drawing p2917 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2918.1,Services are not available on motorway ahead,Motorway Signs,SERVICES_ARE_NOT_AVAILABLE_ON_MOTORWAY_AHEAD_2918.1.svg,6420x2630 mm,2330.0,"working drawing p2330 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2921,Entrance to a motorway service area,Motorway Signs,ENTRANCE_TO_A_MOTORWAY_SERVICE_AREA_2921.svg,2050x660 mm,2921.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2921.1,Entrance to a motorway service area at a junction ahead on a motorway slip road,Motorway Signs,ENTRANCE_TO_A_MOTORWAY_SERVICE_AREA_AT_A_JUNCTION_AHEAD_ON_A_MOTORWAY__2921.1.svg,2350x880 mm,2921.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2713,Direction to the nearest emergency telephone on the same side of the road,Motorway Signs,DIRECTION_TO_THE_NEAREST_EMERGENCY_TELEPHONE_ON_THE_SAME_SIDE_OF_THE_R_2713.svg,2928x4278 mm,2713.0,"no size figure read from working drawing p2713; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2915,Route to be followed at a junction ahead on a motorway for destinations that are not otherwise shown on signs for that junction,Motorway Signs,ROUTE_TO_BE_FOLLOWED_AT_A_JUNCTION_AHEAD_ON_A_MOTORWAY_FOR_DESTINATION_2915.svg,2690x1000 mm,2915.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2928,County boundary sign,Motorway Signs,COUNTY_BOUNDARY_SIGN_2928.svg,4460x870 mm,2928.0,"working drawing p2928 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2911,Route number of the motorway with destinations and distances to places along or reached from that route,Motorway Signs,ROUTE_NUMBER_OF_THE_MOTORWAY_WITH_DESTINATIONS_AND_DISTANCES_TO_PLACES_2911.svg,4240x3110 mm,2911.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
820.1,No hard shoulder available for 400 yards,Motorway Signs,NO_HARD_SHOULDER_AVAILABLE_FOR_400_YARDS_820.1.svg,6170x3540 mm,820.1,"working drawing p820x1 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2922,Entrance for works traffic only,Motorway Signs,ENTRANCE_FOR_WORKS_TRAFFIC_ONLY_2922.svg,7210x2630 mm,2922.0,"working drawing p2922 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2934,Drivers should check their distance from the vehicle in front,Motorway Signs,DRIVERS_SHOULD_CHECK_THEIR_DISTANCE_FROM_THE_VEHICLE_IN_FRONT_2934.svg,2870x1330 mm,2934.0,"working drawing p2934 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2929,"Motorway junction ahead leading to a route advised for goods vehicles to the destination shown, which may differ from that for other traffic",Motorway Signs,MOTORWAY_JUNCTION_AHEAD_LEADING_TO_A_ROUTE_ADVISED_FOR_GOODS_VEHICLES__2929.svg,6071x4046 mm,2929.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2929.1,Exit from a motorway junction ahead that should be used for a destination along the route advised for goods vehicles,Motorway Signs,EXIT_FROM_A_MOTORWAY_JUNCTION_AHEAD_THAT_SHOULD_BE_USED_FOR_A_DESTINAT_2929.1.svg,3070x2360 mm,2929.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2933,Drivers should keep a distance of two chevron markings from the vehicle in front,Motorway Signs,DRIVERS_SHOULD_KEEP_A_DISTANCE_OF_TWO_CHEVRON_MARKINGS_FROM_THE_VEHICL_2933.svg,2830x2710 mm,2933.0,"working drawing p2933 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2934V,Drivers should keep their distance from the vehicle in front,Motorway Signs,DRIVERS_SHOULD_KEEP_THEIR_DISTANCE_FROM_THE_VEHICLE_IN_FRONT_2934V.svg,2630x1330 mm,2934.0,"working drawing p2934 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2930,"End of motorway regulations, including the national speed limit in 1 mile",Motorway Signs,END_OF_MOTORWAY_REGULATIONS_INCLUDING_THE_NATIONAL_SPEED_LIMIT_IN_1_MI_2930.svg,4470x6560 mm,2930.0,"working drawing p2930 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2931,"End of motorway regulations, including the national speed limit",Motorway Signs,END_OF_MOTORWAY_REGULATIONS_INCLUDING_THE_NATIONAL_SPEED_LIMIT_2931.svg,4470x4440 mm,2931.0,"no size figure read from working drawing p2931; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
2932,"Entrance to motorway service area, or similar facility within the length of a motorway where motorway regulations cease to apply",Motorway Signs,ENTRANCE_TO_MOTORWAY_SERVICE_AREA_OR_SIMILAR_FACILITY_WITHIN_THE_LENGT_2932.svg,6260x3530 mm,2932.0,"working drawing p2932 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6031.1,Light signal conveying the prohibition that vehicular traffic may not use the lane below the sign (gantry-mounted),Motorway Signs,LIGHT_SIGNAL_CONVEYING_THE_PROHIBITION_THAT_VEHICULAR_TRAFFIC_MAY_NOT__6031.1.svg,3320x2270 mm,6031.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6009,Closure of one lane of a four lane carriageway ahead,Motorway Signs,CLOSURE_OF_ONE_LANE_OF_A_FOUR_LANE_CARRIAGEWAY_AHEAD_6009.svg,1650x2030 mm,6009.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6006,Closure of one lane of a three lane carriageway ahead,Motorway Signs,CLOSURE_OF_ONE_LANE_OF_A_THREE_LANE_CARRIAGEWAY_AHEAD_6006.svg,1650x2030 mm,6006.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6008,Closure of right hand lane of a two lane carriageway ahead,Motorway Signs,CLOSURE_OF_RIGHT_HAND_LANE_OF_A_TWO_LANE_CARRIAGEWAY_AHEAD_6008.svg,1650x2030 mm,6008.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6006.1,Closure of two lanes of a three lane carriageway ahead,Motorway Signs,CLOSURE_OF_TWO_LANES_OF_A_THREE_LANE_CARRIAGEWAY_AHEAD_6006.1.svg,1650x2030 mm,6006.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6001,Temporary maximum speed of 50 miles per hour advised,Motorway Signs,TEMPORARY_MAXIMUM_SPEED_OF_50_MILES_PER_HOUR_ADVISED_6001.svg,1650x2030 mm,6001.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6009.3,Closure of all lanes of a four lane carriageway ahead,Motorway Signs,CLOSURE_OF_ALL_LANES_OF_A_FOUR_LANE_CARRIAGEWAY_AHEAD_6009.3.svg,1650x2030 mm,6009.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6006.2,Closure of all lanes of a three lane carriageway ahead,Motorway Signs,CLOSURE_OF_ALL_LANES_OF_A_THREE_LANE_CARRIAGEWAY_AHEAD_6006.2.svg,1650x2030 mm,6006.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6008.1,Closure of both lanes of a two lane carriageway ahead,Motorway Signs,CLOSURE_OF_BOTH_LANES_OF_A_TWO_LANE_CARRIAGEWAY_AHEAD_6008.1.svg,1650x2030 mm,6008.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
6012,End of temporary restrictions indicated by previous signs,Motorway Signs,END_OF_TEMPORARY_RESTRICTIONS_INDICATED_BY_PREVIOUS_SIGNS_6012.svg,1650x2030 mm,6012.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 4 stroked path(s) outlined with Inkscape"
6011,Risk of fog ahead,Motorway Signs,RISK_OF_FOG_AHEAD_6011.svg,1650x2030 mm,6011.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 4 stroked path(s) outlined with Inkscape"
6011.1,Risk of ice ahead,Motorway Signs,RISK_OF_ICE_AHEAD_6011.1.svg,1650x2030 mm,6011.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 4 stroked path(s) outlined with Inkscape"
6003,Vehicular traffic must leave at next junction,Motorway Signs,VEHICULAR_TRAFFIC_MUST_LEAVE_AT_NEXT_JUNCTION_6003.svg,1650x2030 mm,6003.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
825V,100 yards to a roundabout or the next point at which traffic may leave a primary route,Direction And Tourist Signs,100_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_825V.svg,1140x1930 mm,823.0,"no size figure read from working drawing p823; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
825VR,100 yards to a roundabout or the next point at which traffic may leave a non-primary route,Direction And Tourist Signs,100_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_825VR.svg,1140x1930 mm,823.0,"no size figure read from working drawing p823; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
824V,200 yards to a roundabout or the next point at which traffic may leave a primary route,Direction And Tourist Signs,200_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_824V.svg,1140x1930 mm,824.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
824VR,200 yards to a roundabout or the next point at which traffic may leave a non-primary route,Direction And Tourist Signs,200_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_824VR.svg,1140x1930 mm,824.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
823V,300 yards to a roundabout or the next point at which traffic may leave a primary route,Direction And Tourist Signs,300_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_823V.svg,1140x1930 mm,825.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
823VR,300 yards to a roundabout or the next point at which traffic may leave a non-primary route,Direction And Tourist Signs,300_YARDS_TO_A_ROUNDABOUT_OR_THE_NEXT_POINT_AT_WHICH_TRAFFIC_MAY_LEAVE_823VR.svg,1140x1930 mm,825.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
T118,Tourist symbol for England and Wales: beach,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_BEACH_T118.svg,2924x3096 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T113,Tourist symbol for England and Wales: bird garden,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_BIRD_GARDEN_T113.svg,2003x3086 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T2,Tourist symbol for England and Wales: castle of historic or architectural interest,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_CASTLE_OF_HISTORIC_OR_ARCHITECTUR_T2.svg,3274x3099 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T112,Tourist symbol for England and Wales: country park,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_COUNTRY_PARK_T112.svg,3473x2869 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T202,Tourist symbol for England only: property in the care of English heritage,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_ONLY_PROPERTY_IN_THE_CARE_OF_ENGLISH_HERITA_T202.svg,3093x3094 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
T119,Tourist symbol for England and Wales: farm park,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_FARM_PARK_T119.svg,3820x3013 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
2208,Direction to tourist attraction indicated by a symbol,Direction And Tourist Signs,DIRECTION_TO_TOURIST_ATTRACTION_INDICATED_BY_A_SYMBOL_2208.svg,4150x2310 mm,2208.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
T3,Tourist symbol for England and Wales: House of historic or architectural importance,Direction And Tourist Signs,TOURIST_SYMBOL_FOR_ENGLAND_AND_WALES_HOUSE_OF_HISTORIC_OR_ARCHITECTURA_T3.svg,2914x3106 mm,0.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
