code,file,drawn_size_mm,legend,check,intervene,notes
W8-Q16,Warning Signs/BOATS_LOWER_MASTS_YELLOW_W8-Q16.svg,650x550,BOATS LOWER MASTS,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q16 'Supplementary plate BOATS LOWER MASTS' (1998/2023; under W5-Q16). Size A 650 x 550 generated (B 800 x 800 also tabled), r 50, c 10 / d 30 (edge 10 + border 20). Chain h 75 / f 100D / g 50 / f 100D / g 50 / f 100D / e 75 = 550: cap tops 75, 225, 375 (h and e are both 75 at size A). The sheet draws the plate at about 650 x 569 (not to scale); the tabled 550 is used. Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_4.0_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 4.0 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_4.5_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 4.5 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_4.6_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 4.6 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_5.0_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 5.0 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_5.5_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 5.5 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_6.0_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 6.0 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q17,Warning Signs/CLEARANCE_7.0_M_YELLOW_W8-Q17.svg,750x400,CLEARANCE 7.0 m,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. On this yellow plate 'c' is the yellow edge and 'd' the edge + black border. Q-series sheet W8-Q17 'Supplementary plate CLEARANCE ... m' (2014/2023; with W5-Q16). Size A 750 x 400 generated (B 950 x 500 also tabled), r 50, c 5 / d 15 (edge 5 + border 10). Chain e 60 / g 100C / e 60 / f 120D/80Em / e 60 = 400: cap tops 60 (CLEARANCE 100C) and 220 (numerals 120D with 'm' 80 Series E(M) on the same baseline). The sheet draws the numerals as a dashed box 233 wide (x 178.8-411.4) and the m 41 to its right, the pair centred: numeral slot 233 (numeral centred in it) + gap 41 + m. Clearance: the sheet says 'insert appropriate clearance, e.g. 4.6' with no list, so 4.6 (the sheet's example) and 4.0, 4.5, 5.0, 5.5, 6.0, 7.0 are generated (typical overhead-wire clearances; Russell: the variants that make sense, not every value). Black on yellow."
W8-Q18,Warning Signs/REPORT_INJURED_ANIMALS_PHONE_1300_ANIMAL_WHITE_W8-Q18.svg,600x400,REPORT INJURED ANIMALS PHONE 1300 ANIMAL,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q18 'Supplementary plate REPORT INJURED ANIMALS PHONE 1300 ANIMAL' (2023; under a wildlife warning / information sign). Size A 600 x 400 generated (B 750 x 500, C 900 x 600 also tabled), r 25, c 5 / d 15 (white edge 5 + green border 10). Chain e 64 / f 55C / h 54 / f 55C / g 53 / f 55C / e 64 = 400: cap tops 64, 173, 281. Word gaps measured on the sheet: 30, 32, 29. Green legend and border on white."
W8-Q19-1,Warning Signs/SMALL_BIRDS_NEXT_2_KM_WHITE_W8-Q19-1.svg,750x350,SMALL BIRDS NEXT 2 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-1,Warning Signs/KOALAS_NEXT_2_KM_WHITE_W8-Q19-1.svg,750x350,KOALAS NEXT 2 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-1,Warning Signs/KOALAS_NEXT_5_KM_WHITE_W8-Q19-1.svg,750x350,KOALAS NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-1,Warning Signs/CASSOWARIES_NEXT_5_KM_WHITE_W8-Q19-1.svg,750x350,CASSOWARIES NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-1,Warning Signs/WALLABIES_NEXT_5_KM_WHITE_W8-Q19-1.svg,750x350,WALLABIES NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-1,Warning Signs/KANGAROOS_NEXT_5_KM_WHITE_W8-Q19-1.svg,750x350,KANGAROOS NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-1,Warning Signs/KANGAROOS_NEXT_10_KM_WHITE_W8-Q19-1.svg,750x350,KANGAROOS NEXT 10 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_1 'Supplementary plate ANIMAL NAME NEXT ...km' page 1 of 2 (2023; under W5-Q20, one-line animal name). Size A 750 x 350 generated (B 900 x 400 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 70 / f 80C / g 50 / f 80C / e 70 = 350: cap tops 70 (animal name, dashed box 614 x 81 on the sheet) and 200 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). The second line as the sheet draws it: NEXT ink to 312.6, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.2, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group (107 each side on the sheet). Values: the sheet says 'insert appropriate animal name and distance' with the example SMALL BIRDS NEXT 2 km, so that plus animal names and distances used on Queensland wildlife plates are generated (KOALAS, CASSOWARIES, WALLABIES, KANGAROOS; 2, 5, 10 km; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-2,Warning Signs/TREE_KANGAROOS_NEXT_5_KM_WHITE_W8-Q19-2.svg,750x500,TREE KANGAROOS NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_2 'Supplementary plate ANIMAL NAME NEXT ...km' page 2 of 2 (2023; under W5-Q20, two-line animal name). Size A 750 x 500 generated (B 900 x 600 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 75 / f 80C / g 55 / f 80C / g 55 / f 80C / e 75 = 500: cap tops 75 and 210 (the two name lines, dashed boxes 614 x 81 on the sheet) and 345 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). Third line as the sheet draws it (same as W8-Q19_1): NEXT ink to 312.9, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.3, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group. Values: the sheet says 'insert appropriate animal name and distance' with the example TREE KANGAROOS NEXT 5 km, so that plus two-line names used on Queensland wildlife plates are generated (MAHOGANY GLIDERS, ROCK WALLABIES; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-2,Warning Signs/MAHOGANY_GLIDERS_NEXT_5_KM_WHITE_W8-Q19-2.svg,750x500,MAHOGANY GLIDERS NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_2 'Supplementary plate ANIMAL NAME NEXT ...km' page 2 of 2 (2023; under W5-Q20, two-line animal name). Size A 750 x 500 generated (B 900 x 600 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 75 / f 80C / g 55 / f 80C / g 55 / f 80C / e 75 = 500: cap tops 75 and 210 (the two name lines, dashed boxes 614 x 81 on the sheet) and 345 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). Third line as the sheet draws it (same as W8-Q19_1): NEXT ink to 312.9, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.3, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group. Values: the sheet says 'insert appropriate animal name and distance' with the example TREE KANGAROOS NEXT 5 km, so that plus two-line names used on Queensland wildlife plates are generated (MAHOGANY GLIDERS, ROCK WALLABIES; Russell: the variants that make sense, not every value). Green legend and border on white."
W8-Q19-2,Warning Signs/ROCK_WALLABIES_NEXT_5_KM_WHITE_W8-Q19-2.svg,750x500,ROCK WALLABIES NEXT 5 km,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Sheet 'c' is the white edge and 'd' the edge + border (read as AS 1743 does: 10/30 = edge 10 + border 20, 5/15 = 5 + 10, 15/45 = 15 + 30), confirmed against the national R-series pairs. Q-series sheet W8-Q19_2 'Supplementary plate ANIMAL NAME NEXT ...km' page 2 of 2 (2023; under W5-Q20, two-line animal name). Size A 750 x 500 generated (B 900 x 600 also tabled), r 50, c 10 / d 30 (white edge 10 + green border 20). Chain e 75 / f 80C / g 55 / f 80C / g 55 / f 80C / e 75 = 500: cap tops 75 and 210 (the two name lines, dashed boxes 614 x 81 on the sheet) and 345 (NEXT 80C, numeral 80C, 'km' h 70 Series E(M) on the same baseline). Third line as the sheet draws it (same as W8-Q19_1): NEXT ink to 312.9, numeral dashed box x 377.4-467.7 (90 wide), km ink from 501.3, i.e. gaps 65 and 33.5 and a 90 numeral slot, the line centred as a group. Values: the sheet says 'insert appropriate animal name and distance' with the example TREE KANGAROOS NEXT 5 km, so that plus two-line names used on Queensland wildlife plates are generated (MAHOGANY GLIDERS, ROCK WALLABIES; Russell: the variants that make sense, not every value). Green legend and border on white."
W3-Q01,Warning Signs/SIGNALS_AHEAD_YELLOW_DIAMOND_W3-Q01.svg,848.53x848.53,SIGNALS AHEAD (symbol),ok,,"symbol:qld_w3-q01_signals TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W3-Q01 'Signals ahead' warning sign (1995/2019, rev B; note: only at emergency service facilities per AS 1742.14 cl 7.1(a)). Size A 600 diamond generated (B 750 also tabled): a 600 side drawn as the bounding square 848.53, r 40, b 8 yellow edge + c 16 black border (separate spans on the sheet). Symbol box from the detail chains: width h 20 + g 92 + f 28 + e 56 + f 28 + g 92 + h 20 = 336 = 2 x y 168 (y each side of the vertical centreline), height n 24 + m 44 + q 100 + f 28 + q 100 + m 44 + n 24 = 364 = d (x 182 above the centreline, so centred on the sign): box x 256.27, y 242.27. The symbol is the sheet PDF's own vector paths (tools/symbols/qld_w3-q01_signals.svg, vec2sym, not traced): black housing with the two lenses as yellow-filled circles (the sheet draws them in the sign's yellow); drawn 344.9 x 375.3 on the sheet's 600 sign, i.e. 2.6 % larger than the tabled box, scaled into it. Black on retroreflective yellow."
W5-020-Q01,Warning Signs/RUMBLE_STRIPS_YELLOW_DIAMOND_W5-020-Q01.svg,848.53x848.53,RUMBLE STRIPS,ok,," TMR Queensland design sheet (Q-series book / TC-series), colour drawing 'not to scale' with a lettered dimension table; every dimension from the sheet, AS 1744 (plus0) spacing. The sheets give no letter widths, so there is no width check. Q-series sheet W5-020-Q01 'Rumble strips' (2025, previously W5-Q09). Size A 600 diamond generated (B 750, C 900 also tabled): a 600 side drawn as the bounding square 848.53, r 40, b 10 yellow edge + c 20 black border (separate spans on the sheet, as the national W-series 10 + 20 at 600). Legend two lines d 110C (Series C, cap 110), gap e 50, the pair centred on the horizontal centreline as drawn (d above / e / d below the centreline): cap tops 289.27 and 449.27 (424.27 - 135 and + 25). Black on Class 400 retroreflective yellow."
