code,name,family,file,size,register_dimensions,notes
SV50,Steam engine,Symbols,STEAM_ENGINE_SV50.svg,480x516 mm,a : 480 b : 520 Sign Size : 480 x 520 Symbol : Black,symbol sheet drawn at 931 mm wide; scaled to the register's 480 mm
SR07,Steep grade,Symbols,STEEP_GRADE_SR07.svg,420x261 mm,b : 300 a : 420 Sign Size : 420 x 300 Symbol : Black,symbol sheet drawn at 1054 mm wide; scaled to the register's 420 mm
SR15,Steep grade – ‘%’ symbol (see also SR07),Symbols,STEEP_GRADE_SYMBOL_SEE_ALSO_SR07_SR15.svg,100x60 mm,a : 100 b : 59 Sign Size : 100 x 59 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SV03,T2 barrel and car symbol with 2 occupants,Symbols,T2_BARREL_AND_CAR_SYMBOL_WITH_2_OCCUPANTS_SV03.svg,175x61 mm,a : 175 b : 150 c : 195 d : 130 e : 57 Text : T2 90 D,symbol sheet drawn at 428 mm wide; scaled to the register's 175 mm
SV04,T3 barrel and car symbol with 3 occupants,Symbols,T3_BARREL_AND_CAR_SYMBOL_WITH_3_OCCUPANTS_SV04.svg,175x81 mm,a : 175 b : 150 c : 195 d : 130 e : 57 Text : T3 90 D,symbol sheet drawn at 598 mm wide; scaled to the register's 175 mm
SR02,Traffic signals,Symbols,TRAFFIC_SIGNALS_SR02.svg,420x615 mm,"c : 95 b : 615 a : 420 Sign Size : 420 x 615 Symbol : Black with reflectorised red, orange and green aspects.",
SV13,Tram,Symbols,TRAM_SV13.svg,185x100 mm,a : 185 b : 100 Sign Size : 185 x 100 Symbol : Black,symbol sheet drawn at 873 mm wide; scaled to the register's 185 mm
SV30,Truck,Symbols,TRUCK_SV30.svg,100x49 mm,a : 100 b : 50 Sign Size : 100 x 50 Symbol : Black,symbol sheet drawn at 1160 mm wide; scaled to the register's 100 mm
SV30,Truck - side view,Symbols,TRUCK_SIDE_VIEW_SV30.svg,100x50 mm,a : 100 b : 50 Sign Size : 100 x 50 Symbol : Black,symbol sheet drawn at 1004 mm wide; scaled to the register's 100 mm
SV33,Truck - tilting,Symbols,TRUCK_TILTING_SV33.svg,1130x1396 mm,a : 1130 b : 1400 Sign Size : 1130 x 1400 Symbol : Black,symbol sheet drawn at 567 mm wide; scaled to the register's 1130 mm
SR04,Tunnel,Symbols,TUNNEL_SR04.svg,360x315 mm,b : 320 a : 360 Sign Size : 360 x 320 Symbol : Black,symbol sheet drawn at 869 mm wide; scaled to the register's 360 mm
ST07,Vineyard,Symbols,,,a : 240 b : 300,no filled artwork in the EPS
SF21,Wild horses,Symbols,WILD_HORSES_SF21.svg,1163x960 mm,,
SE01,Wind sock,Symbols,WIND_SOCK_SE01.svg,120x95 mm,a : 120 b : 90 Sign Size : 120x90 Symbol Size: 112x88.3 Symbol : black,symbol sheet drawn at 1116 mm wide; scaled to the register's 120 mm
SF32,birds - pukeko,Symbols,BIRDS_PUKEKO_SF32.svg,416x399 mm,a : 415 b : 400 Sign Size : 415x400,
SF34,birds – ducks,Symbols,BIRDS_DUCKS_SF34.svg,364x380 mm,a : 363 b : 380 Sign Size : 363x380,
SF31,birds – kiwi,Symbols,BIRDS_KIWI_SF31.svg,513x406 mm,a : 510 b : 403 Sign Size : 510 x 403,
SF33,birds – penguin,Symbols,BIRDS_PENGUIN_SF33.svg,259x421 mm,a : 259 b : 420 Sign Size : 259x420,
SR13,bridge - birds eye (used for narrow bridge),Symbols,BRIDGE_BIRDS_EYE_USED_FOR_NARROW_BRIDGE_SR13.svg,340x440 mm,a : 340 b : 440 Sign Size : 340 x 440 Symbol : Black,
SV41,campervan,Symbols,CAMPERVAN_SV41.svg,100x60 mm,a : 100 b : 60 Sign Size : 100 x 60 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SV02,car front on,Symbols,CAR_FRONT_ON_SV02.svg,100x82 mm,a : 100 b : 82 Sign Size : 100 x 82 Symbol : black,symbol sheet drawn at 1001 mm wide; scaled to the register's 100 mm
SU22,car side on,Symbols,CAR_SIDE_ON_SU22.svg,100x40 mm,a : 100 b : 39 Sign Size : 100 x 39 Symbol : black,symbol sheet drawn at 1001 mm wide; scaled to the register's 100 mm
SV40,caravan,Symbols,CARAVAN_SV40.svg,100x59 mm,a : 100 b : 59 Sign Size : 100 x 59 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SE03,chains required,Symbols,CHAINS_REQUIRED_SE03.svg,50x64 mm,a : 50 b : 64 Symbol Size: 50 x 56 Symbol : black & white,symbol sheet drawn at 500 mm wide; scaled to the register's 50 mm
SU30,diving,Symbols,DIVING_SU30.svg,100x85 mm,a : 100 b : 85 Sign Size : 100 x 85 Symbol : black,symbol sheet drawn at 1003 mm wide; scaled to the register's 100 mm
ST20,in-line skates,Symbols,IN_LINE_SKATES_ST20.svg,100x106 mm,a : 100 b : 106 Sign Size : 100 x 106 Symbol : black,symbol sheet drawn at 1004 mm wide; scaled to the register's 100 mm
SU31,jumping - into water,Symbols,JUMPING_INTO_WATER_SU31.svg,100x105 mm,a : 100 b : 104 Sign Size : 100 x 104 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SU23,mobility device,Symbols,MOBILITY_DEVICE_SU23.svg,100x72 mm,a : 100 b : 72 Sign Size : 100 x 72 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SM07,motorist service motor fuel and repairs,Symbols,MOTORIST_SERVICE_MOTOR_FUEL_AND_REPAIRS_SM07.svg,300x317 mm,Symbol : Petrol pump above spanner 300x300mm,symbol sheet drawn at 333 mm wide; scaled to the register's 300 mm
SM08,motorist service refreshments,Symbols,MOTORIST_SERVICE_REFRESHMENTS_SM08.svg,360x227 mm,Symbol : Cup and a saucer 360x300mm,symbol sheet drawn at 422 mm wide; scaled to the register's 360 mm
ST01,museum,Symbols,MUSEUM_ST01.svg,100x87 mm,a : 100 b : 88 Sign Size : 100 x 88 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SM23,park and ride boat,Symbols,PARK_AND_RIDE_BOAT_SM23.svg,360x300 mm,a : 360 b : 300 Sign Size : 360x300 P 100E Boat 300 x 126 Legends white Background blue,
SM22,park and ride bus,Symbols,PARK_AND_RIDE_BUS_SM22.svg,360x300 mm,a : 360 b : 300 Sign Size : 360x300 P 100E Bus 320 x 110 Legends white Background blue,
SM21,park and ride train,Symbols,PARK_AND_RIDE_TRAIN_SM21.svg,360x300 mm,a : 360 b : 300 Sign Size : 360x300 P 170E Train 155 x 167 Legends white Background blue,
SR12,park over kerb (park on 'footpath'),Symbols,PARK_OVER_KERB_PARK_ON_FOOTPATH_SR12.svg,100x92 mm,a : 100 b : 100 Sign Size : 100 x 100 Symbol : Black,symbol sheet drawn at 1002 mm wide; scaled to the register's 100 mm
SM28,rental vehicle pick-up/drop-off,Symbols,RENTAL_VEHICLE_PICK_UP_DROP_OFF_SM28.svg,150x150 mm,a : 150 b : 150 Sign Size : 150 x 150 Symbol size 100 x 133 Background white Symbol : black,symbol sheet drawn at 1500 mm wide; scaled to the register's 150 mm
SM26,rubbish,Symbols,RUBBISH_SM26.svg,100x100 mm,a : 100 b : 100 Sign Size : 100 x 100 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SU22,scooter – foot powered,Symbols,SCOOTER_FOOT_POWERED_SU22.svg,100x130 mm,a : 100 b : 131 Sign Size : 100 x 131 Symbol : black,symbol sheet drawn at 1007 mm wide; scaled to the register's 100 mm
SV14,shuttle bus,Symbols,SHUTTLE_BUS_SV14.svg,100x31 mm,a : 100 b : 31 Sign Size : 100 x 31 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SU21,skate board,Symbols,SKATE_BOARD_SU21.svg,100x133 mm,a : 100 b : 133 Sign Size : 100 x 133 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
ST09,ski field,Symbols,SKI_FIELD_ST09.svg,100x80 mm,a : 100 b : 80 Sign Size : 100 x 80 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
ST08,ski lift,Symbols,SKI_LIFT_ST08.svg,100x119 mm,a : 100 b : 120 Sign Size : 100 x 120 Symbol : black,symbol sheet drawn at 1013 mm wide; scaled to the register's 100 mm
SF13,stock – deer,Symbols,STOCK_DEER_SF13.svg,310x495 mm,a : 310 b : 500 Sign Size : 310 x 500,
SG11,tourist route - Geyser Highway,Symbols,TOURIST_ROUTE_GEYSER_HIGHWAY_SG11.svg,400x540 mm,Width 400 Height 540,
SG15,tourist route - Pacific Coast Highway,Symbols,TOURIST_ROUTE_PACIFIC_COAST_HIGHWAY_SG15.svg,400x500 mm,Width 400 Height 500,
SG14,tourist route - Pacific Coast Highway with text,Symbols,TOURIST_ROUTE_PACIFIC_COAST_HIGHWAY_WITH_TEXT_SG14.svg,400x622 mm,Width 400 Height 623,
SG13,tourist route - Twin coasts,Symbols,TOURIST_ROUTE_TWIN_COASTS_SG13.svg,900x400 mm,Width 400 400 Height 400 400,
SG12,tourist route - Wine Trail,Symbols,TOURIST_ROUTE_WINE_TRAIL_SG12.svg,400x400 mm,Width 400 Height 400 Border: 12,
SV35,tow vehicle - for tow away sites,Symbols,TOW_VEHICLE_FOR_TOW_AWAY_SITES_SV35.svg,100x34 mm,a : 100 b : 34 Sign Size : 100 x 34 Symbol : black,symbol sheet drawn at 1000 mm wide; scaled to the register's 100 mm
SG30,tsunami evacuation route,Symbols,TSUNAMI_EVACUATION_ROUTE_SG30.svg,300x300 mm,a : 300 b : 300 Sign Size : 300,
SF22,wild animal - seals,Symbols,WILD_ANIMAL_SEALS_SF22.svg,510x322 mm,a : 510 b : 320 Sign Size : 510x320,
SM24,youth hostel,Symbols,YOUTH_HOSTEL_SM24.svg,480x504 mm,Rectangle Chevron Width 640 1800 Height 1000 450 r 50 50 Border 25 25 Youth Hostel text Transport D Med x=75 'm' Transport D Med x=75 Numeral 120D space between lines of text 50 70 space above and below symbol 70 symbol 480 x 320 360 x 240 legend & Symbol : white,symbol sheet drawn at 1800 mm wide; scaled to the register's 480 mm
PPS2,"""Class restricted bus parking class supplementary ""Tour Coaches Only"""" — sign",Parking Signs,CLASS_RESTRICTED_BUS_PARKING_CLASS_SUPPLEMENTARY_TOUR_COACHES_ONLY_SIGN_PPS2.svg,300x125 mm,a : 300 b : 125 r : 15 c : 10 d : 15 Legend : Transport D Medium `x` height 20mm (Horizontal scale = 85%),
P23,"""No parking Bus Stop with arrow pointing left"" — sign",Parking Signs,NO_PARKING_BUS_STOP_WITH_ARROW_POINTING_LEFT_SIGN_P23.svg,300x580 mm,Symbol and Height : S33 150mm r : 30 h arrow width x height : 200 x 45 f : 5 e : 10 d : 20 c : 100 b : 580 a : 300 Legend : Transport D Medium `x` height 27.5 mm (Horizontal scale 85%),
P23,"""No parking Bus Stop, specified days, arrow pointing right"" — sign",Parking Signs,NO_PARKING_BUS_STOP_SPECIFIED_DAYS_ARROW_POINTING_RIGHT_SIGN_P23.svg,300x580 mm,Symbol and Height : S33 150mm r : 30 h arrow width x height : 200 x 45 f : 5 e : 10 d : 20 c : 100 b : 580 a : 300 Legend : Transport D Medium `x` height 27.5 mm (Horizontal scale 85%),
P23,"""No parking Bus Stop, specified days, double arrow"" — sign",Parking Signs,NO_PARKING_BUS_STOP_SPECIFIED_DAYS_DOUBLE_ARROW_SIGN_P23.svg,300x580 mm,Symbol and Height : S33 150mm r : 30 h arrow width x height : 200 x 45 f : 5 e : 10 d : 20 c : 100 b : 580 a : 300 Legend : Transport D Medium `x` height 27.5 mm (Horizontal scale 85%),
PCS2,Clearway ENDS,Parking Signs,CLEARWAY_ENDS_PCS2.svg,675x300 mm,a : 675 b : 300 r : 30 c : 10 d : 15 e : 38 Letters : 75D,
PPS5,Pay Parking area identification supplementary - sign (location code for technology based system for paying parking fees),Parking Signs,PAY_PARKING_AREA_IDENTIFICATION_SUPPLEMENTARY_SIGN_LOCATION_CODE_FOR_TECHNOLOGY_BASED_SYSTEM_FOR_PAYING_PARKING_FEES_PPS5.svg,600x400 mm,"a: 300 Note 1 b: 200 Note 1 r: 25 c: 10 ""Area code"" or similar text: Transport Medium 'x' height 25mm Code letters or numerals: 60C (compressed if necessary) Symbols: A symbol and its background up to a maximum size of 180 x 180mm may be displayed on the sign Note 1: Sign dimensions may be increased to accommodate the legend or to match the sign it is supplementing",drawn width 600 mm vs register 300 mm — check
PZ23,e.g. P / 120 / 9am – 4pm / Mon – Fri / ZONE,Parking Signs,E_G_P_120_9AM_4PM_MON_FRI_ZONE_PZ23.svg,300x450 mm,a 300 b 450 r 20 c 10 d 50 e 20 Type P 100E Numerals 75D Legend 9am - 4pm and Mon - Fri Transport medium `x` height 25 mm Type ZONE Transport medium `x` height 50 mm,
PZ22,e.g. P / 120 / ZONE / ENDS,Parking Signs,E_G_P_120_ZONE_ENDS_PZ22.svg,300x430 mm,a 300 b 430 r 20 c 10 d 50 Type P 100E Numerals 75D Type ZONE and ENDS Transport medium `x` height 50 mm,
PZ22,e.g. P / 60 / Mon – Fri / ZONE,Parking Signs,E_G_P_60_MON_FRI_ZONE_PZ22.svg,400x450 mm,a 400 b 450 r 50 c 10 d 60 Type P 100E Numerals 75D Legend Mon - Fri Transport medium `x` height 25 mm Type ZONE Transport medium `x` height 50 mm,
PZ21,e.g. P / 60 / ZONE,Parking Signs,E_G_P_60_ZONE_PZ21.svg,400x450 mm,a 400 b 450 r 50 c 10 d 150 Type P 100E Numerals 75D Type ZONE Transport medium `x` height 50 mm,
PZ15,e.g. P / Resident / Permit / Parking / ZONE / BEGINS,Parking Signs,E_G_P_RESIDENT_PERMIT_PARKING_ZONE_BEGINS_PZ15.svg,750x840 mm,a 750 b 840 r 50 c 30 d 60 e 30 Type P 100E Legend Resident Permit Parking NZ transport medium `x` height 50 mm Type ZONE and BEGINS Transport medium `x` height 50 mm,
PZ14,e.g. P / Resident / Permit / Parking /ZONE,Parking Signs,E_G_P_RESIDENT_PERMIT_PARKING_ZONE_PZ14.svg,750x840 mm,a 750 b 840 r : 50 c 30 d 100 e 50 Type P 100E Legend Resident Permit Parking NZ transport medium `x` height 50 mm Type ZONE Transport medium `x` height 50 mm,
PZ12,e.g. P 120 / Mon - Fri / ZONE,Parking Signs,E_G_P_120_MON_FRI_ZONE_PZ12.svg,300x430 mm,a 300 b 430 r 20 c 10 d 60 Type P 100E Legend Mon - Fri Transport medium `x` height 25 mm Type ZONE Transport medium `x` height 50 mm Numerals 75D,
PZ13,e.g. P 120 / Mon – Fri / ZONE /BEGINS,Parking Signs,E_G_P_120_MON_FRI_ZONE_BEGINS_PZ13.svg,500x500 mm,a 500 b 500 r 20 c 10 d 50 Type P 100E Numerals 75D Legend Mon - Fri Transport medium `x` height 25 mm Type ZONE and BEGINS Transport medium `x` height 50 mm,
PZ12,e.g. P$ / ZONE / ENDS,Parking Signs,E_G_P_ZONE_ENDS_PZ12.svg,300x450 mm,a 300 b 450 r 20 c 10 d 50 Type P 100E Type $ Transport medium `x` height 58 mm Type ZONE ENDS Transport medium `x` height 50 mm,
PZ11,"e.g. P$ / ZONE, P60 / ZONE",Parking Signs,E_G_P_ZONE_P60_ZONE_PZ11.svg,300x430 mm,a 300 b 430 r 20 c 10 d 40 Type P 100E Type $ Transport medium `x` height 58 mm Numerals 75D Type ZONE Transport medium `x` height 50 mm,
AB4,Advance advisory Bus and EV Only,General Advisory Signs,ADVANCE_ADVISORY_BUS_AND_EV_ONLY_AB4.svg,1046x1370 mm,a: 600mm 900mm b: 750mm 1200mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Bus: 465 x 160mm 700 x 240mm “EV”: 120mm Series E 180mm Series E “ONLY”: 120mm Series D 180mm Series D,drawn width 1046 mm vs register 600/900 mm — check
AB4,Advance advisory Bus and EV Only,General Advisory Signs,ADVANCE_ADVISORY_BUS_AND_EV_ONLY_WHITE_AB4.svg,771x917 mm,a: 600mm 900mm b: 750mm 1200mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Bus: 465 x 160mm 700 x 240mm “EV”: 120mm Series E 180mm Series E “ONLY”: 120mm Series D 180mm Series D,
AB4,Advance advisory T2 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T2_HV_EV_LANE_AB4.svg,1134x1632 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,drawn width 1134 mm vs register 600/900 mm — check
AB4,Advance advisory T2 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T2_HV_EV_LANE_VAR2_AB4.svg,809x1145 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,
AB4,Advance advisory T3 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T3_HV_EV_LANE_AB4.svg,1134x1632 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,drawn width 1134 mm vs register 600/900 mm — check
AB4,Advance advisory T3 HV EV lane,General Advisory Signs,ADVANCE_ADVISORY_T3_HV_EV_LANE_VAR2_AB4.svg,809x1145 mm,a: 600mm 900mm b: 1000mm 1500mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Barrel: 195 x 130mm 293 x 195mm Car: 175 x 150mm 263 x 225mm Truck: 320 x 160mm 480 x 240mm “Transit”: 80mm Series E “TRANSIT” compressed 11.5% 120mm Series E “TRANSIT” compressed 10.5% “3.5 t” 60mm Series D 90mm Series D “EV”: 120mm Series E 180mm Series E “Lane”: 120mm Series D 180mm Series D Note This sign must be insta,
AB42,Advance advisory special vehicle lane supplementary – Ahead,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_AHEAD_AB42.svg,997x328 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “AHEAD”: 100mm Series D 150mm Series D,drawn width 997 mm vs register 600/900 mm — check
AB42,Advance advisory special vehicle lane supplementary – Ahead,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_AHEAD_VAR2_AB42.svg,602x252 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “AHEAD”: 100mm Series D 150mm Series D,
AB43,Advance advisory special vehicle lane supplementary – On-ramp,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_ON_RAMP_AB43.svg,997x328 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “ON-RAMP”: 100mm Series C 150mm Series C,drawn width 997 mm vs register 600/900 mm — check
AB43,Advance advisory special vehicle lane supplementary – On-ramp,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_ON_RAMP_VAR2_AB43.svg,602x252 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm “ON-RAMP”: 100mm Series C 150mm Series C,
AB41,Advance advisory special vehicle lane supplementary – [distance] m,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_DISTANCE_M_AB41.svg,997x328 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Numerals: 100mm Series D 150mm Series D m: Tpt Med ‘x’ height 70 mm Tpt Med ‘x’ height 100 mm,drawn width 997 mm vs register 600/900 mm — check
AB41,Advance advisory special vehicle lane supplementary – [distance] m,General Advisory Signs,ADVANCE_ADVISORY_SPECIAL_VEHICLE_LANE_SUPPLEMENTARY_DISTANCE_M_VAR2_AB41.svg,602x252 mm,a: 600mm 900mm b: 250mm 300mm c: 10mm 10mm d: 15mm 25mm Radius: 50mm 60mm Numerals: 100mm Series D 150mm Series D m: Tpt Med ‘x’ height 70 mm Tpt Med ‘x’ height 100 mm,
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_AB7.svg,500x292 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,drawn width 500 mm vs register 750/1050 mm — check; 3 stroked path(s) ignored
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_VAR2_AB7.svg,593x129 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,2 stroked path(s) ignored
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_VAR3_AB7.svg,530x129 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,2 stroked path(s) ignored
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_VAR4_AB7.svg,417x129 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,2 stroked path(s) ignored
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_VAR5_AB7.svg,339x125 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,2 stroked path(s) ignored
AB7,Average Speed Camera Area,General Advisory Signs,AVERAGE_SPEED_CAMERA_AREA_VAR6_AB7.svg,83x157 mm,Urban Rural a: 750 1050 b: 1650 2100 c: 510 645 d: 500 640 e: 62.5 85 f: 20 25 g: 25 35 h: 125 150 r: 60 60 Legend Series C125 Series C160,
AME,Expressway,General Advisory Signs,EXPRESSWAY_AME.svg,1350x450 mm,a 1350 b 450 r 60 c 20 Legend Letters 150C,
AME1,Expressway Begins,General Advisory Signs,EXPRESSWAY_BEGINS_AME1.svg,2760x1200 mm,a 2760 b 1200 r 150 c 50 d 200 Legend Letters 250D,
AME4,Expressway Ends - on off-ramp/side road,General Advisory Signs,EXPRESSWAY_ENDS_ON_OFF_RAMP_SIDE_ROAD_AME4.svg,990x600 mm,a 990 b 600 r 75 c 20 d 90 e 120 f 100 Legend 1ST LINE 100C Legend 2ND LINE 150C,
AME3,Expressway Ends [xx] m,General Advisory Signs,EXPRESSWAY_ENDS_XX_M_AME3.svg,2760x1200 mm,a 2760 b 1200 r 150 c 50 d 200 Legend Letters 250D,
AME2,Expressway Ends [xx] m,General Advisory Signs,EXPRESSWAY_ENDS_XX_M_AME2.svg,2760x1200 mm,a 2760 b 1200 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,
none,Feeling Sleepy? Take a break,General Advisory Signs,FEELING_SLEEPY_TAKE_A_BREAK_none.svg,1680x535 mm,a 1680 b 535 r 100 c 25 d 36 Legend 1st line Transport D Med x height = 85 Legend 2nd line 140D,
AH31,Heavy vehicle bridge restriction ahead ‘[distance]’ km,General Advisory Signs,HEAVY_VEHICLE_BRIDGE_RESTRICTION_AHEAD_DISTANCE_KM_AH31.svg,943x795 mm,"a: 900 b: 750 r: 60 c: 50 d: 25 e: 10 Type LINE 1, 2 and 3 100B Type LINE 4 'Ahead' 75D Type LINE 4 Numerals 75D Type LINE 4 'km' Transport Med (x height = 50)",1 stroked path(s) ignored
AMM,Motorway,General Advisory Signs,MOTORWAY_AMM.svg,1180x450 mm,a 1180 b 450 r 60 c 20 Legend 150C,
AMM1,Motorway Begins,General Advisory Signs,MOTORWAY_BEGINS_AMM1.svg,2400x1200 mm,a 2400 b 1200 r 150 c 50 d 200 Legend 250D,
AMM3,Motorway Ends - on main road,General Advisory Signs,MOTORWAY_ENDS_ON_MAIN_ROAD_AMM3.svg,2400x1200 mm,a 2400 b 1200 r 150 c 50 d 200 Legend Letters 250D,
AMM4,Motorway ends - on off-ramp,General Advisory Signs,MOTORWAY_ENDS_ON_OFF_RAMP_AMM4.svg,890x600 mm,a 890 b 600 r 75 c 20 d 90 e 120 f 100 Legend 1ST LINE 100C Legend 2ND LINE 150C,
AMM2,Motorway ends [xx] m,General Advisory Signs,MOTORWAY_ENDS_XX_M_AMM2.svg,2600x1200 mm,a 2600 b 1200 r 150 c 50 d 200 e 155 Legend Letters 250D Legend 'm' Transport D Medium x=160,
None,NAMED' Toll Road Ahead,General Advisory Signs,NAMED_TOLL_ROAD_AHEAD_None.svg,2755x3285 mm,a 2755 b 3285 r 300 c 60 d 225 e 240 Legend font Mod Series E 300 Legend font 'km AHEAD' Mod Series E 225 Numerals Mod Series E 300 Symbol 'TOLL' shield 585,
none,NZ Cycle Trail (NZCT) logo,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_LOGO_none.svg,2000x1087 mm,a 200 300 b 108 150 Legend Panel A: Legend symbol cycle w x h 86x77 133x120 Legend 'Nga Haeranga' w x h 84x14.2 126x21,drawn width 2000 mm vs register 200/300 mm — check
none,NZ Cycle Trail (NZCT) route arrow,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_ARROW_none.svg,3000x4799 mm,"a 300 b Height to fit message r 20 c 10 d 12 e : Legend arrow type B, shaft 38 f : Legend arrow width 167 Legend symbol 200x180 Legend Text description Series Modified E 25",drawn width 3000 mm vs register 300 mm — check
none,NZ Cycle Trail (NZCT) route arrow,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_ARROW_VAR2_none.svg,3000x4500 mm,"a 300 b Height to fit message r 20 c 10 d 12 e : Legend arrow type B, shaft 38 f : Legend arrow width 167 Legend symbol 200x180 Legend Text description Series Modified E 25",
none,NZ Cycle Trail (NZCT) route arrow,General Advisory Signs,NZ_CYCLE_TRAIL_NZCT_ROUTE_ARROW_2_none.svg,2000x3000 mm,"a 200 b 300 r 20 c 10 d : Legend arrow type B, shaft 30 e : Legend arrow width 132 Legend symbol 140x126",drawn width 2000 mm vs register 200 mm — check
