code,name,family,file,size,register_dimensions,notes
WX3,Railway level crossing flashing railway level crossing signals ahead (Flashing railway level crossing signals ahead),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_FLASHING_RAILWAY_LEVEL_CROSSING_SIGNALS_AHEAD_FLASHING_RAILWAY_LEVEL_CROSSING_SIGNALS_AHEAD_WX3.svg,1028x1028 mm,Symbol S14 Railway Level Crossing Signal 440 S14 Railway Level Crossing Signal 550 S14 Railway Level Crossing Signal 660 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WX8,Railway level crossing look for trains (Look for trains),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_LOOK_FOR_TRAINS_LOOK_FOR_TRAINS_WX8.svg,750x750 mm,Letters 100D 125D 150D r 50 50 60 g 10 10 10 f 15 20 25 e 50 63 75 d 100 125 150 c 50 63 75 b 110 138 165 a 600 750 900,
WX41,Railway level crossing crossing at right angles (Crossing at right angles),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_CROSSING_AT_RIGHT_ANGLES_CROSSING_AT_RIGHT_ANGLES_WX41.svg,1028x1028 mm,r 50 50 60 l 10 10 10 k 15 20 25 j 248 310 372 i 80 100 120 h 50 63 75 g 25 31 38 f 37.5 48 57 e 30 38 45 d 200 250 300 c 560 700 840 b 575 719 863 a 600 750 900,
WX42,Railway level crossing crossing at an oblique angle acute angle to the left (Crossing at an oblique angle),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_CROSSING_AT_AN_OBLIQUE_ANGLE_ACUTE_ANGLE_TO_THE_LEFT_CROSSING_AT_AN_OBLIQUE_ANGLE_WX42.svg,1028x1028 mm,r 50 50 60 k 10 10 10 j 15 20 25 i 186 233 279 h 50 63 75 g 25 31 38 f 80 100 120 e 80 100 120 d 120 150 180 c 560 700 840 b 168 210 252 a 600 750 900,
WX40,Railway level crossing crossing at an oblique angle acute angle to the right (Crossing at an oblique angle),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_CROSSING_AT_AN_OBLIQUE_ANGLE_ACUTE_ANGLE_TO_THE_RIGHT_CROSSING_AT_AN_OBLIQUE_ANGLE_WX40.svg,1028x1028 mm,r 50 50 60 k 10 10 10 j 15 20 25 i 186 233 279 h 50 63 75 g 25 31 38 f 80 100 120 e 80 100 120 d 120 150 180 c 560 700 840 b 168 210 252 a 600 750 900,
WX2L,Railway level crossing light rail facing right (Light rail),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_LIGHT_RAIL_FACING_RIGHT_LIGHT_RAIL_WX2L.svg,1028x1028 mm,Symbol S15 Light Rail 264 S15 Light Rail 330 S15 Light Rail 396 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WX2R,Railway level crossing light rail facing left (Light rail),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_LIGHT_RAIL_FACING_LEFT_LIGHT_RAIL_WX2R.svg,1028x1028 mm,Symbol S15 Light Rail 264 S15 Light Rail 330 S15 Light Rail 396 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WX5,Railway level crossing rail tracks cyclists take care (Rail tracks cyclists take care),Permanent Warning Signs,RAILWAY_LEVEL_CROSSING_RAIL_TRACKS_CYCLISTS_TAKE_CARE_RAIL_TRACKS_CYCLISTS_TAKE_CARE_WX5.svg,1028x1028 mm,Symbol S16 Rail Tracks - Cyclists Take Care 280 S16 Rail Tracks - Cyclists Take Care 350 S16 Rail Tracks - Cyclists Take Care 420 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WU1,Non motorised users Pedestrians (Pedestrians),Permanent Warning Signs,NON_MOTORISED_USERS_PEDESTRIANS_PEDESTRIANS_WU1.svg,1028x1028 mm,Symbol S4 Pedestrian 480 S4 Pedestrian 595 S4 Pedestrian 710 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WU3,Non motorised users Pedestrian Crossing (Pedestrian crossing),Permanent Warning Signs,NON_MOTORISED_USERS_PEDESTRIAN_CROSSING_PEDESTRIAN_CROSSING_WU3.svg,1028x1028 mm,r 50 50 60 k 10 10 10 j 15 20 25 i 120 150 180 h 160 200 240 g 180 225 270 f 60 75 90 e 110 138 165 d 50 63 75 c 30 38 45 b 20 25 30 a 600 750 900,
WU2,Non motorised users Children (Children flag),Permanent Warning Signs,NON_MOTORISED_USERS_CHILDREN_CHILDREN_FLAG_WU2.svg,1028x1028 mm,Symbol and Height S17 Children 360 S17 Children 450 S17 Children 540 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WU5,Non motorised users School Bus Route (School bus route),Permanent Warning Signs,NON_MOTORISED_USERS_SCHOOL_BUS_ROUTE_SCHOOL_BUS_ROUTE_WU5.svg,1028x1028 mm,Symbol and Height S18 School Bus Route 376 S18 School Bus Route 470 S18 School Bus Route 564 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WZ1,Miscellaneous Other Hazard (Other hazard),Permanent Warning Signs,MISCELLANEOUS_OTHER_HAZARD_OTHER_HAZARD_WZ1.svg,1028x1028 mm,r 50 50 60 h 10 10 10 g 15 20 25 f 140 175 210 e 30 38 45 d 420 525 630 c 290 363 435 b 180 225 270 a 600 750 900,
WG2,Permanent warning general supplementary Concealed (Concealed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CONCEALED_CONCEALED_WG2.svg,750x300 mm,Letters : 125C 150C 200C r : 50 60 80 d : 10 10 10 c : 20 25 40 b : 300 300 450 a : 750 900 1200,
WG4,Permanent warning general supplementary `Next x km` 2 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_2_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 3 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_3_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 4 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_4_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 5 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_5_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 6 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_6_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 7 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_7_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 8 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_8_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 9 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_9_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 100 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 10 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_10_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 75 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 15 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_15_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 75 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 20 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_20_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 65 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG4,Permanent warning general supplementary `Next x km` 25 km (Next 'X' km),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NEXT_X_KM_25_KM_NEXT_X_KM_WG4.svg,900x300 mm,a 900 b 300 c 65 d 25 e 10 r 60 Numerals 150C `NEXT` 100C `km` Transport Medium 75 `x` height,
WG5,Permanent warning general supplementary curve advisory speed 15 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_15_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 25 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_25_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 35 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_35_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 45 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_45_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 55 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_55_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 65 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_65_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 75 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_75_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 85 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_85_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WG5,Permanent warning general supplementary curve advisory speed 95 km/h (Curve advisory speed),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_CURVE_ADVISORY_SPEED_95_KM_H_CURVE_ADVISORY_SPEED_WG5.svg,600x400 mm,a 600 750 900 1200 b 400 500 600 800 c 15 20 25 40 d 10 10 10 10 r 50 50 60 80 Numerals 200E 250E 300E 400E,
WN51,Permanent warning general supplementary steep grade `Truck Use Low Gear` (Steep grade),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_STEEP_GRADE_TRUCK_USE_LOW_GEAR_STEEP_GRADE_WN51.svg,750x750 mm,a 600 750 900 b 50 63 75 c 15 20 25 d 10 10 10 r 50 50 60 Letters 100C 125C 150C,
WN52,Permanent warning general supplementary steep grade `Use Low Gear` (Steep grade),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_STEEP_GRADE_USE_LOW_GEAR_STEEP_GRADE_WN52.svg,750x750 mm,a 600 750 900 b 50 63 75 c 15 20 25 d 10 10 10 r 50 50 60 Letters 100E 125E 150E,
WU23,Permanent warning general supplementary non motorised users `Kindergarten` (Non-motorised users),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NON_MOTORISED_USERS_KINDERGARTEN_NON_MOTORISED_USERS_WU23.svg,750x300 mm,a 600 750 900 b 250 300 300 c 15 20 25 d 10 10 10 r 50 50 60 Letters 75C 87.5C 100C,
WU11,Permanent warning general supplementary non motorised users `Aged` (Non-motorised users),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_NON_MOTORISED_USERS_AGED_NON_MOTORISED_USERS_WU11.svg,750x300 mm,a 600 750 900 b 250 300 300 c 15 20 25 d 10 10 10 r 50 50 60 Letters 100E 125E 150E,
WV14,Vehicle mounted school bus children (School bus),Permanent Warning Signs,VEHICLE_MOUNTED_SCHOOL_BUS_CHILDREN_SCHOOL_BUS_WV14.svg,570x500 mm,Symbol with Height S17 370 c 20 b 500 a 570,
WV12,Vehicle mounted school bus `School` (School bus),Permanent Warning Signs,VEHICLE_MOUNTED_SCHOOL_BUS_SCHOOL_SCHOOL_BUS_WV12.svg,900x300 mm,a 900 b 300 c 25 r 60 Letters 150C,
WV11,Vehicle mounted school bus `School Bus` (School bus),Permanent Warning Signs,VEHICLE_MOUNTED_SCHOOL_BUS_SCHOOL_BUS_SCHOOL_BUS_WV11.svg,1200x450 mm,a 1200 b 450 c 40 r 80 Letters 150C,
WYBR,"Delineation and hazard markers: width marker post (bridge end marker) - right side, yellow and black (Bridge end marker post)",Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_WIDTH_MARKER_POST_BRIDGE_END_MARKER_RIGHT_SIDE_YELLOW_AND_BLACK_BRIDGE_END_MARKER_POST_WYBR.svg,150x900 mm,a 900 b 150 c 150,
WYBL,"Delineation and hazard markers: width marker post (bridge end marker) - left side, white and black (Bridge end marker post)",Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_WIDTH_MARKER_POST_BRIDGE_END_MARKER_LEFT_SIDE_WHITE_AND_BLACK_BRIDGE_END_MARKER_POST_WYBL.svg,150x900 mm,a 900 b 150 c 150,1 stroked path(s) ignored
WYHM,Delineation and hazard markers hazard marker (Hazard marker),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_HAZARD_MARKER_HAZARD_MARKER_WYHM.svg,150x400 mm,a 150 b 400 c 100 d 75 e 62.5,
WY13,Delineation and hazard markers edge marker post yellow reflector (Edge marker post),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_EDGE_MARKER_POST_YELLOW_REFLECTOR_EDGE_MARKER_POST_WY13.svg,90x900 mm,a 900* b 90 c 150 d 130 e 40 f 10,
WY12,Delineation and hazard markers edge marker post white reflector (Edge marker post),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_EDGE_MARKER_POST_WHITE_REFLECTOR_EDGE_MARKER_POST_WY12.svg,90x900 mm,a 900* b 90 c 150 d 450 e 40 f 10,
WY11,Delineation and hazard markers edge marker post no reflector (Edge marker post),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_EDGE_MARKER_POST_NO_REFLECTOR_EDGE_MARKER_POST_WY11.svg,92x903 mm,a 900* b 90 c 150,artwork is stroked line art on the sheet; strokes outlined with Inkscape
WYC4,Delineation and hazard markers chevron curve indicator white on black facing right (Chevron curve indicator),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_CURVE_INDICATOR_WHITE_ON_BLACK_FACING_RIGHT_CHEVRON_CURVE_INDICATOR_WYC4.svg,450x600 mm,a 300 450 b 450 600 c 150 225 d 225 300 e 12 18,
WYC3,Delineation and hazard markers chevron curve indicator white on black facing left (Chevron curve indicator),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_CURVE_INDICATOR_WHITE_ON_BLACK_FACING_LEFT_CHEVRON_CURVE_INDICATOR_WYC3.svg,450x600 mm,a 300 450 b 450 600 c 150 225 d 225 300 e 12 18,
WYC2,Delineation and hazard markers chevron curve indicator black on yellow facing right (Chevron curve indicator),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_CURVE_INDICATOR_BLACK_ON_YELLOW_FACING_RIGHT_CHEVRON_CURVE_INDICATOR_WYC2.svg,450x600 mm,a 450 750 b 600 900 c 175 305 d 250 380 e 50 70 f 10 20 g 5 10 r 50 70,
WYC1,Delineation and hazard markers chevron curve indicator black on yellow facing left (Chevron curve indicator),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_CURVE_INDICATOR_BLACK_ON_YELLOW_FACING_LEFT_CHEVRON_CURVE_INDICATOR_WYC1.svg,450x600 mm,a 450 750 b 600 900 c 175 305 d 250 380 e 50 70 f 10 20 g 5 10 r 50 70,
WYT2,Delineation and hazard markers chevron sight board T-junction 4 panel (Chevron sight board T-junction),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_T_JUNCTION_4_PANEL_CHEVRON_SIGHT_BOARD_T_JUNCTION_WYT2.svg,4857x866 mm,a 4800 b 600 c 200 d 400 e 100 f 1000 (may be varied to suit approach visibility),1 stroked path(s) ignored
WYT1,Delineation and hazard markers chevron sight board T-junction 2 panel (Chevron sight board T-junction),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_T_JUNCTION_2_PANEL_CHEVRON_SIGHT_BOARD_T_JUNCTION_WYT1.svg,2400x600 mm,a 2400 b 600 c 200 d 400 e 100 f 1000 (may be varied to suit approach visibility),
WYR1,Delineation and hazard markers chevron sight board roundabout (Chevron sight board roundabout),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_ROUNDABOUT_CHEVRON_SIGHT_BOARD_ROUNDABOUT_WYR1.svg,1600x400 mm,a 1600 b 400 c 200 d 70 e 35 r 50,
WYS4,Delineation and hazard markers chevron sight board horizontal curve horizontal curve to the left (4 chevron) (Chevron sight board horizontal curve),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_HORIZONTAL_CURVE_TO_THE_LEFT_4_CHEVRON_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_WYS4.svg,2400x600 mm,a 2400 3700 b 600 900 c 175 305 d 250 380 e 870 1150 f 1400 2440 g 20 30 h 25 30 i 10 10 r 50 70 Numerals 300E 400E,
WYS3,Delineation and hazard markers chevron sight board horizontal curve horizontal curve to the left (2 chevron) (Chevron sight board horizontal curve),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_HORIZONTAL_CURVE_TO_THE_LEFT_2_CHEVRON_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_WYS3.svg,1650x600 mm,a 1650 2530 b 600 900 c 175 305 d 250 380 e 870 1150 f 700 1220 g 15 30 h 25 30 i 10 10 r 50 70 Numerals 300E 400E,
WYS2,Delineation and hazard markers chevron sight board horizontal curve horizontal curve to the right (4 chevron) (Chevron sight board horizontal curve),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_HORIZONTAL_CURVE_TO_THE_RIGHT_4_CHEVRON_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_WYS2.svg,2400x600 mm,a 2400 3700 b 600 900 c 175 305 d 250 380 e 915 1150 f 1400 2440 g 15 30 h 25 30 i 10 10 r 50 70 Numerals 300E 400E,
WYS1,Delineation and hazard markers chevron sight board horizontal curve horizontal curve to the right (2 chevron) (Chevron sight board horizontal curve),Permanent Warning Signs,DELINEATION_AND_HAZARD_MARKERS_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_HORIZONTAL_CURVE_TO_THE_RIGHT_2_CHEVRON_CHEVRON_SIGHT_BOARD_HORIZONTAL_CURVE_WYS1.svg,1650x600 mm,a 1650 2530 b 600 900 c 175 305 d 250 380 e 870 1150 f 700 1220 g 15 30 h 25 30 i 10 10 r 50 70 Numerals 300E 400E,
WG3,Permanent warning general supplementary `200 m` ahead ('Distance' 'm' ahead),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_200_M_AHEAD_DISTANCE_M_AHEAD_WG3.svg,750x313 mm,a 600 750 900 b 250 313 375 c 88 110 132 d 60 75 90 e 15 20 25 f 10 10 10 r 50 50 60 Numerals 100D 125D 150D `m` Transport medium `x` = 65 Transport medium `x` = 81 Transport medium `x` = 98,
WG3,Permanent warning general supplementary `150 m` ahead ('Distance' 'm' ahead),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_150_M_AHEAD_DISTANCE_M_AHEAD_WG3.svg,750x313 mm,a 600 750 900 b 250 313 375 c 88 110 132 d 60 75 90 e 15 20 25 f 10 10 10 r 50 50 60 Numerals 100D 125D 150D `m` Transport medium `x` = 65 Transport medium `x` = 81 Transport medium `x` = 98,
WG3,Permanent warning general supplementary `100 m` ahead ('Distance' 'm' ahead),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_100_M_AHEAD_DISTANCE_M_AHEAD_WG3.svg,750x313 mm,a 600 750 900 b 250 313 375 c 88 110 132 d 60 75 90 e 15 20 25 f 10 10 10 r 50 50 60 Numerals 100D 125D 150D `m` Transport medium `x` = 65 Transport medium `x` = 81 Transport medium `x` = 98,
WG3,Permanent warning general supplementary `50 m` ahead ('Distance' 'm' ahead),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_50_M_AHEAD_DISTANCE_M_AHEAD_WG3.svg,750x313 mm,a 600 750 900 b 250 313 375 c 88 110 132 d 60 75 90 e 15 20 25 f 10 10 10 r 50 50 60 Numerals 100D 125D 150D `m` Transport medium `x` = 65 Transport medium `x` = 81 Transport medium `x` = 98,
WG13,Permanent warning general supplementary `Queued Vehicles` ('QUEUED VEHICLES'),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_QUEUED_VEHICLES_QUEUED_VEHICLES_WG13.svg,750x500 mm,"a 600 750 900 b 400 500 600 c 50 63 75 d 15 20 25 e 10 10 10 r 50 50 60 Letters 100C 125C 150C Note: This supplementary sign must be used in combination with a WA5 Traffic Signals, Roundabout or Crossroads sign and signal assembly.",
WG12,Permanent warning general supplementary `Hidden Queue` ('HIDDEN QUEUE'),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_HIDDEN_QUEUE_HIDDEN_QUEUE_WG12.svg,750x500 mm,"a 600 750 900 b 400 500 600 c 50 63 75 d 15 20 25 e 10 10 10 r 50 50 60 Letters 100C 125C 150C Note: This supplementary sign must be used in combination with a WA5 Traffic Signals, Roundabout or Crossroads sign and signal assembly.",
WG11,Permanent warning general supplementary `Prepare To Stop` ('PREPARE TO STOP'),Permanent Warning Signs,PERMANENT_WARNING_GENERAL_SUPPLEMENTARY_PREPARE_TO_STOP_PREPARE_TO_STOP_WG11.svg,750x500 mm,"a 600 750 900 b 400 500 600 c 50 63 75 d 15 20 25 e 10 10 10 r 50 50 60 Letters 100C 125C 150C Note: This supplementary sign must be used in combination with a WA5 Traffic Signals, Roundabout or Crossroads sign and signal assembly.",
WK13,Vehicles crossing fork-lifts (Fork-lifts),Permanent Warning Signs,VEHICLES_CROSSING_FORK_LIFTS_FORK_LIFTS_WK13.svg,1028x1028 mm,Symbol and Height S27 Fork-lift 480 S27 Fork-lift 590 S27 Fork-lift 700 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WK12,Vehicles crossing fire station (Fire station),Permanent Warning Signs,VEHICLES_CROSSING_FIRE_STATION_FIRE_STATION_WK12.svg,1028x1028 mm,Symbol and Height S26 Fire Engine 160 S26 Fire Engine 200 S26 Fire Engine 240 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WK11,Vehicles crossing trucks (Trucks),Permanent Warning Signs,VEHICLES_CROSSING_TRUCKS_TRUCKS_WK11.svg,1028x1028 mm,Symbol and height S25 Truck 240 S25 Truck 295 S25 Truck 350 S25 Truck 405 r: 50 50 60 80 c: 10 10 10 10 b: 15 20 25 40 a: 600 750 900 1200,
WK22,Vehicles crossing helicopters (Helicopters),Permanent Warning Signs,VEHICLES_CROSSING_HELICOPTERS_HELICOPTERS_WK22.svg,1028x1028 mm,Symbol and Height S24 Helicopter 268 S24 Helicopter 335 S24 Helicopter 402 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WK21,Vehicles crossing aeroplanes (Aeroplanes),Permanent Warning Signs,VEHICLES_CROSSING_AEROPLANES_AEROPLANES_WK21.svg,1028x1028 mm,Symbol and Height S23 Aeroplane 368 S23 Aeroplane 460 S23 Aeroplane 552 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WF21,Animals wild horses (Wild horses),Permanent Warning Signs,ANIMALS_WILD_HORSES_WILD_HORSES_WF21.svg,1028x1028 mm,Symbol and Height SF21 Wild Horse 320 SF21 Wild Horse 415 SF21 Wild Horse 510 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WF12,Animals sheep (Sheep),Permanent Warning Signs,ANIMALS_SHEEP_SHEEP_WF12.svg,1028x1028 mm,Symbol and Height S21 Sheep 280 S21 Sheep 355 S21 Sheep 430 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
WF11,Animals cattle (Cattle),Permanent Warning Signs,ANIMALS_CATTLE_CATTLE_WF11.svg,1028x1028 mm,Symbol and Height S20 Cattle 320 S20 Cattle 395 S20 Cattle 470 r 50 50 60 c 10 10 10 b 15 20 25 a 600 750 900,
