code,file,drawn_size_mm,legend,check,intervene,notes
R2-SA102(L),Regulatory Signs/LEFT_TURN_GIVE_WAY_TO_PEDESTRIANS_CYCLISTS_WHITE_SQUARE_R2-SA102(L).svg,750x750,LEFT TURN GIVE WAY TO PEDESTRIANS & CYCLISTS,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA102 (L or R) 750 x 750 (2019, 1:10), R50, 10 / 30 (edge 10 + border 20). Four lines 100 B, chain 180/165/165/165/75 (baselines): tops 80, 245, 410, 575. Line widths (whole line): LEFT TURN 485 (130/485/135) or RIGHT TURN 545 (100/545/105), GIVE WAY TO 620 (65/620/65), PEDESTRIANS 580 (85/580/85), & CYCLISTS 545 (100/545/105). Word gaps are not stated: set from the Series B widths so the lines span the sheet's totals — LEFT/TURN gap 78 (188 + 78 + 219 = 485, and RIGHT + 78 + TURN = 545 exactly as the sheet), GIVE/WAY/TO 76 each (620), &/CYCLISTS 69 (545). (L) LEFT TURN, (R) RIGHT TURN, same layout (the sheet draws RIGHT TURN as the alternative first line). Replaces R2-SA10."
R2-SA102(R),Regulatory Signs/RIGHT_TURN_GIVE_WAY_TO_PEDESTRIANS_CYCLISTS_WHITE_SQUARE_R2-SA102(R).svg,750x750,RIGHT TURN GIVE WAY TO PEDESTRIANS & CYCLISTS,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA102 (L or R) 750 x 750 (2019, 1:10), R50, 10 / 30 (edge 10 + border 20). Four lines 100 B, chain 180/165/165/165/75 (baselines): tops 80, 245, 410, 575. Line widths (whole line): LEFT TURN 485 (130/485/135) or RIGHT TURN 545 (100/545/105), GIVE WAY TO 620 (65/620/65), PEDESTRIANS 580 (85/580/85), & CYCLISTS 545 (100/545/105). Word gaps are not stated: set from the Series B widths so the lines span the sheet's totals — LEFT/TURN gap 78 (188 + 78 + 219 = 485, and RIGHT + 78 + TURN = 545 exactly as the sheet), GIVE/WAY/TO 76 each (620), &/CYCLISTS 69 (545). (L) LEFT TURN, (R) RIGHT TURN, same layout (the sheet draws RIGHT TURN as the alternative first line). Replaces R2-SA10."
R2-SA3,Regulatory Signs/KEEP_LEFT_WHITE_TALL_SKINNY_R2-SA3.svg,150x1150,KEEP LEFT (arrow),ok,,"symbol:sa_r2-sa3_arrow DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA3 150 x 1150 (1:10 sheet, undated), R25, 5 / 15 (edge 5 + border 10). Letters 80 D stacked one per line, centred: chain 55 / K / 30 / E / 30 / E / 30 / P / 80 (word gap) / L / 30 / E / 30 / F / 30 / T / 60 / arrow 80 / 55 = 1150 -> tops 55, 165, 275, 385, 545, 655, 765, 875; arrow 1015-1095. The arrow ('A:60' on the sheet, pointing down-left) is not dimensioned: traced from the sheet, ink box measured x 34-115, 81 x 80 (sheet at 1:10, so the trace is coarse — 63 px). Only where a back-to-back median is installed or R2-3 signs are frequently struck."
R2-SA50A,Regulatory Signs/LEFT_LANE_MUST_TURN_LEFT_BUSES_BICYCLES_EXCEPTED_WHITE_TALL_R2-SA50A.svg,450x1050,LEFT LANE MUST TURN LEFT BUSES & BICYCLES EXCEPTED,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA50A (450 x 1050) illustrated (B 600 x 1400), 2015, 1:10; R50, 7 / 21 (edge 7 + border 14). Five lines 80 E at 130 pitch (baselines 155 ... 675): LEFT 276 (87/276/87), LANE 305 (72/305/73), MUST 310 (70/310/70), TURN 307 (71/307/72), LEFT 276; then BUSES & 60 D baseline 785 (57/237/45/54/57), BICYCLES 60 C baseline 885 (71/307/72), EXCEPTED 60 C baseline 985 (65/319/66), 65 below. Tops 75, 205, 335, 465, 595, 725, 825, 925 (measured on the sheet within 1 mm)."
R2-SA51-1A,Regulatory Signs/NO_RIGHT_TURN_7-9_AM_MON-FRI_WHITE_TALL_R2-SA51-1A.svg,450x750,(no right turn) 7 - 9.00 AM MON-FRI,ok,,"symbol:r2-6_left_turn_arrow DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA51-1A (450 x 750) illustrated (AA 300 x 500, B 600 x 1000, C 900 x 1500), 2015, 1:5; R50, white, no outer border. Composite sheet: the sheet dimensions only the assembly and names its parts as AS 1743 signs, so the parts are the national specs — the roundel (R2-6A(R) no right turn, elements copied from tools/specs/R/R2-6 mirrored for the (R) hand.json, its 440 ring at the sheet's 5 margin) and the times panel R9-1-1A (AS 1743 times of operation, one period, the national spec's layout scaled into the sheet's 438 x 288 box at x 6, y 456: border and edge as panels, letter heights and positions scaled). Vertical chain 5 / 440 (roundel) / 11 / 288 (panel) / 6 = 750; panel 6/438/6 across. The sheet's panel reads 7 - 9 00 AM MON-FRI (00 where the national R9-1-1 drawing shows 30) — drawn as the sheet. Times are the example; the R9-1-1 layout is the national one (its width figures not re-checked here)."
R2-SA51-2A,Regulatory Signs/NO_RIGHT_TURN_7-9_AM_4_30-6_30_PM_MON-FRI_WHITE_TALL_R2-SA51-2A.svg,450x900,(no right turn) 7 - 9 AM 4.30 - 6.30 PM MON-FRI,ok,,"symbol:r2-6_left_turn_arrow DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA51-2A (450 x 900) illustrated (S 300 x 600, B 600 x 1200, C 900 x 1800), 2002, 1:5; R50, white, no outer border. Composite sheet: the sheet dimensions only the assembly and names its parts as AS 1743 signs, so the parts are the national specs — the roundel (R2-6A(R) no right turn, elements copied from tools/specs/R/R2-6 mirrored for the (R) hand.json, its 440 ring at the sheet's 5 margin) and the times panel R9-1-2A (AS 1743 times of operation, two periods, the national spec's layout scaled into the sheet's 442 x 442 box at x 4, y 454: border and edge as panels, letter heights and positions scaled). Vertical chain 5 / 440 (roundel) / 9 / 442 (panel) / 4 = 900; panel 4/442/4 across. Times are the national example (7 - 9 AM, 4.30 - 6.30 PM)."
R2-SA57,Regulatory Signs/RIGHT_LANE_BUSES_ONLY_WHITE_TALL_R2-SA57.svg,600x750,RIGHT LANE BUSES ONLY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA57 600 x 750 (2015, 1:5), R50, 8 / 24 (edge 8 + border 16). Four lines 100 D, chain 185/160/160/160/85 (baselines): tops 85, 245, 405, 565. Widths RIGHT 358 (121/358/121), LANE 322 (139/322/139) — the sheet's top chains are listed LANE first; the Series D widths settle which is which, BUSES 395 (102/395/103), ONLY 339 (130/339/131)."
R2-SA60-1A,Regulatory Signs/NO_U_TURN_7-9_AM_MON-FRI_WHITE_TALL_R2-SA60-1A.svg,450x750,(no U-turn) 7 - 9.00 AM MON-FRI,ok,,"symbol:r2-5_u_turn_arrow DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA60-1A (450 x 750) illustrated (AA 300 x 500, B 600 x 1000, C 900 x 1500), 2002, 1:5; R50, white, no outer border. Composite sheet: the sheet dimensions only the assembly and names its parts as AS 1743 signs, so the parts are the national specs — the roundel (R2-5A no U-turn, elements copied from tools/specs/R/R2-5.json, its 440 ring at the sheet's 5 margin) and the times panel R9-1-1A (AS 1743 times of operation, one period, the national spec's layout scaled into the sheet's 438 x 288 box at x 6, y 456: border and edge as panels, letter heights and positions scaled). Vertical chain 5 / 440 (roundel) / 11 / 288 (panel) / 6 = 750; panel 6/438/6 across. The panel reads 7 - 9 00 AM MON-FRI (00 as the sheet). Times are the example."
R6-SA107A,Regulatory Signs/END_EXPRESSWAY_GREEN_LONG_R6-SA107A.svg,900x450,END EXPRESSWAY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA107A (900 x 450) illustrated (B 1800 x 900), 2015, 1:10; R50, green ground with a 24 white edge, no border. END 100 E white, baseline 195 (top 95), ink 283 (308/283/309); second line 100 C, baseline 355 (top 255), 95 below: EXPRESSWAY ink 694 (103/694/103). The sheet also draws the alternative word FREEWAY 100 E ink 700 (100/700/100) — generated as its own file R6-SA107A_FREEWAY (same layout). "
R6-SA107A_FREEWAY,Regulatory Signs/END_FREEWAY_GREEN_LONG_R6-SA107A_FREEWAY.svg,900x450,END FREEWAY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA107A (900 x 450) illustrated (B 1800 x 900), 2015, 1:10; R50, green ground with a 24 white edge, no border. END 100 E white, baseline 195 (top 95), ink 283 (308/283/309); second line 100 C, baseline 355 (top 255), 95 below: EXPRESSWAY ink 694 (103/694/103). The sheet also draws the alternative word FREEWAY 100 E ink 700 (100/700/100) — generated as its own file R6-SA107A_FREEWAY (same layout). This file: the FREEWAY alternative."
R6-SA108A,Regulatory Signs/START_EXPRESSWAY_GREEN_LONG_R6-SA108A.svg,1200x600,START EXPRESSWAY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA108A (1200 x 600) illustrated (B 1800 x 900), 2015, 1:10; R100, green ground with a 24 white edge, no border. START 140 E white, baseline 260 (top 120), ink 645 (277/645/278); second line 140 C, baseline 480 (top 340), 120 below: EXPRESSWAY ink 972 (114/972/114). The sheet also draws the alternative word FREEWAY 140 E ink 980 (110/980/110) — generated as its own file R6-SA108A_FREEWAY (same layout). "
R6-SA108A_FREEWAY,Regulatory Signs/START_FREEWAY_GREEN_LONG_R6-SA108A_FREEWAY.svg,1200x600,START FREEWAY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA108A (1200 x 600) illustrated (B 1800 x 900), 2015, 1:10; R100, green ground with a 24 white edge, no border. START 140 E white, baseline 260 (top 120), ink 645 (277/645/278); second line 140 C, baseline 480 (top 340), 120 below: EXPRESSWAY ink 972 (114/972/114). The sheet also draws the alternative word FREEWAY 140 E ink 980 (110/980/110) — generated as its own file R6-SA108A_FREEWAY (same layout). This file: the FREEWAY alternative."
R2-SA101,Regulatory Signs/NO_ENTRY_EMERGENCY_MAINTENANCE_VEHICLES_EXCEPTED_GATE_1_WHITE_LONG_R2-SA101.svg,900x600,NO ENTRY / EMERGENCY & MAINTENANCE VEHICLES EXCEPTED / GATE 1,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA101 900 x 600 (Transport SA, 2002, 1:10), R50, white, no outer border. Composite of three signs named on the sheet: R2-4A NO ENTRY (national spec's elements as they are: disc 440 dia at the 5 margin, x 5-445, y 5-445), R9-SA54A EMERGENCY & MAINTENANCE VEHICLES EXCEPTED fitted into 438 x 438 at x 456, y 6 (chain 5/440/11/438/6 across; the SA spec's layout scaled 438/450), and G6-SA101A GATE (its own sheet: 450 x 150, R25, 5 / 15, GATE 80 B ink 163 then 60 gap and an 80 B gate numeral, the pair centred, baseline 115) fitted into 440 x 140 at x 230, y 455 (chain 5/440/10/140/5 down, 230/440/230 across). Gate number varies: generated 1-5. The NO / ENTRY lines are centred on the disc (cx 225), not the 900 sign; the national R2-4 width figure for NO (116, 4 % under the font) is not re-checked here."
R2-SA101,Regulatory Signs/NO_ENTRY_EMERGENCY_MAINTENANCE_VEHICLES_EXCEPTED_GATE_2_WHITE_LONG_R2-SA101.svg,900x600,NO ENTRY / EMERGENCY & MAINTENANCE VEHICLES EXCEPTED / GATE 2,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA101 900 x 600 (Transport SA, 2002, 1:10), R50, white, no outer border. Composite of three signs named on the sheet: R2-4A NO ENTRY (national spec's elements as they are: disc 440 dia at the 5 margin, x 5-445, y 5-445), R9-SA54A EMERGENCY & MAINTENANCE VEHICLES EXCEPTED fitted into 438 x 438 at x 456, y 6 (chain 5/440/11/438/6 across; the SA spec's layout scaled 438/450), and G6-SA101A GATE (its own sheet: 450 x 150, R25, 5 / 15, GATE 80 B ink 163 then 60 gap and an 80 B gate numeral, the pair centred, baseline 115) fitted into 440 x 140 at x 230, y 455 (chain 5/440/10/140/5 down, 230/440/230 across). Gate number varies: generated 1-5. The NO / ENTRY lines are centred on the disc (cx 225), not the 900 sign; the national R2-4 width figure for NO (116, 4 % under the font) is not re-checked here."
R2-SA101,Regulatory Signs/NO_ENTRY_EMERGENCY_MAINTENANCE_VEHICLES_EXCEPTED_GATE_3_WHITE_LONG_R2-SA101.svg,900x600,NO ENTRY / EMERGENCY & MAINTENANCE VEHICLES EXCEPTED / GATE 3,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA101 900 x 600 (Transport SA, 2002, 1:10), R50, white, no outer border. Composite of three signs named on the sheet: R2-4A NO ENTRY (national spec's elements as they are: disc 440 dia at the 5 margin, x 5-445, y 5-445), R9-SA54A EMERGENCY & MAINTENANCE VEHICLES EXCEPTED fitted into 438 x 438 at x 456, y 6 (chain 5/440/11/438/6 across; the SA spec's layout scaled 438/450), and G6-SA101A GATE (its own sheet: 450 x 150, R25, 5 / 15, GATE 80 B ink 163 then 60 gap and an 80 B gate numeral, the pair centred, baseline 115) fitted into 440 x 140 at x 230, y 455 (chain 5/440/10/140/5 down, 230/440/230 across). Gate number varies: generated 1-5. The NO / ENTRY lines are centred on the disc (cx 225), not the 900 sign; the national R2-4 width figure for NO (116, 4 % under the font) is not re-checked here."
R2-SA101,Regulatory Signs/NO_ENTRY_EMERGENCY_MAINTENANCE_VEHICLES_EXCEPTED_GATE_4_WHITE_LONG_R2-SA101.svg,900x600,NO ENTRY / EMERGENCY & MAINTENANCE VEHICLES EXCEPTED / GATE 4,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA101 900 x 600 (Transport SA, 2002, 1:10), R50, white, no outer border. Composite of three signs named on the sheet: R2-4A NO ENTRY (national spec's elements as they are: disc 440 dia at the 5 margin, x 5-445, y 5-445), R9-SA54A EMERGENCY & MAINTENANCE VEHICLES EXCEPTED fitted into 438 x 438 at x 456, y 6 (chain 5/440/11/438/6 across; the SA spec's layout scaled 438/450), and G6-SA101A GATE (its own sheet: 450 x 150, R25, 5 / 15, GATE 80 B ink 163 then 60 gap and an 80 B gate numeral, the pair centred, baseline 115) fitted into 440 x 140 at x 230, y 455 (chain 5/440/10/140/5 down, 230/440/230 across). Gate number varies: generated 1-5. The NO / ENTRY lines are centred on the disc (cx 225), not the 900 sign; the national R2-4 width figure for NO (116, 4 % under the font) is not re-checked here."
R2-SA101,Regulatory Signs/NO_ENTRY_EMERGENCY_MAINTENANCE_VEHICLES_EXCEPTED_GATE_5_WHITE_LONG_R2-SA101.svg,900x600,NO ENTRY / EMERGENCY & MAINTENANCE VEHICLES EXCEPTED / GATE 5,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA101 900 x 600 (Transport SA, 2002, 1:10), R50, white, no outer border. Composite of three signs named on the sheet: R2-4A NO ENTRY (national spec's elements as they are: disc 440 dia at the 5 margin, x 5-445, y 5-445), R9-SA54A EMERGENCY & MAINTENANCE VEHICLES EXCEPTED fitted into 438 x 438 at x 456, y 6 (chain 5/440/11/438/6 across; the SA spec's layout scaled 438/450), and G6-SA101A GATE (its own sheet: 450 x 150, R25, 5 / 15, GATE 80 B ink 163 then 60 gap and an 80 B gate numeral, the pair centred, baseline 115) fitted into 440 x 140 at x 230, y 455 (chain 5/440/10/140/5 down, 230/440/230 across). Gate number varies: generated 1-5. The NO / ENTRY lines are centred on the disc (cx 225), not the 900 sign; the national R2-4 width figure for NO (116, 4 % under the font) is not re-checked here."
R2-SA103B,Regulatory Signs/NO_ENTRY_TO_BUSWAY_WHITE_TALL_R2-SA103B.svg,750x1200,NO ENTRY TO BUSWAY,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. Sheet R2-SA103 (2015, 1:10): R2-SA103B 750 x 1200 illustrated (A 600 x 960, C 900 x 1440; the register lists A first, PNG R2-SA103A.png), R100, white, no outer border. Top: R2-4(C) NO ENTRY disc 734 dia at 8 margins (the national R2-4 spec scaled 750/450: disc R366.7 at (375, 375), white bar 625 x 125, NO / ENTRY 125 D white). Below (8 gap): TO BUSWAY panel 750 x 450 (y 750-1200) with 10 white edge + 20 black border (sheet 10 / 30), R90 / R70: TO 100 D baseline 935 (top 835), ink 146 (312/146/312); BUSWAY 100 D baseline 1100 (top 1000), ink 518 (126/518/126); 100 below."
R2-SA60-2A,Regulatory Signs/NO_U_TURN_7-9_AM_4_30-6_30_PM_MON-FRI_WHITE_TALL_R2-SA60-2A.svg,450x900,(no U-turn) 7 - 9 AM 4.30 - 6.30 PM MON-FRI,ok,,"symbol:r2-5_u_turn_arrow DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R2-SA60-2A (450 x 900) illustrated (AA 300 x 600, B 600 x 1200, C 900 x 1800), 2015, 1:5; R50, white, no outer border. Composite sheet: the sheet dimensions only the assembly and names its parts as AS 1743 signs, so the parts are the national specs — the roundel R2-5A no U-turn (elements copied from tools/specs/R/R2-5.json, its 440 ring at the sheet's 5 margin) and the times panel R9-1-2A (AS 1743 times of operation, two periods; the national spec's layout scaled into the sheet's 442 x 442 box at x 4, y 454: border and edge as panels, letter heights and positions scaled). Vertical chain 5 / 440 / 9 / 442 / 4 = 900; panel 4/442/4 across. Times are the national example."
R3-SA56A,Regulatory Signs/CHILDREN_CROSSING_25_WHEN_LIGHTS_FLASHING_WHITE_TALL_R3-SA56A.svg,450x1200,CHILDREN CROSSING 25 WHEN LIGHTS FLASHING,ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R3-SA56A (450 x 1200) illustrated (B 600 x 1600), 2015, 1:10 ('Koala' pedestrian crossing, formerly R4-SA56); R50, white, no outer border. Top panel 295 tall (5 white edge + 10 black border, sheet 5 / 15; R45 / R35): CHILDREN 60 C baseline 125 (top 65) ink 318 (66/318/66), CROSSING 60 C baseline 235 (top 175) ink 317 (66/317/67), 60 below. 85 gap; red annulus outer dia 440 (5 margins), centre (225, 600); inner radius not stated — the ring measures 37 wide on the sheet, drawn R184 as the national R-series rings (36); 25 200 C centred (120 below the numerals; the sheet's '185' is not matched), ink 248 (101/248/101). 85 gap; bottom panel 295 tall (905-1200), same edge/border: WHEN 50 D baseline 995 (top 945) ink 172 (139/172/139), LIGHTS baseline 1075 (top 1025) ink 213 (118/213/119), FLASHING baseline 1155 (top 1105) ink 307 (71/307/72), 45 below."
R3-SA57A,Regulatory Signs/CHILDREN_CROSSING_25_WHEN_LIGHTS_FLASHING_YELLOWGREEN_TALL_R3-SA57A.svg,650x1400,CHILDREN CROSSING 25 WHEN LIGHTS FLASHING (FYG backing),ok,," DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R3-SA57A (650 x 1400) illustrated (B 800 x 1800), 2024, 1:10 ('Koala' pedestrian crossing on a fluorescent yellow-green backing): R50 FYG panel with the R3-SA56A 450 x 1200 white sign (R50) inset 100 on every side (100/450/100 across, 100 top and bottom); every element of R3-SA56A offset by (100, 100), the sheet repeating its dimensions unchanged. Top panel 295 tall (5 white edge + 10 black border, sheet 5 / 15; R45 / R35): CHILDREN 60 C baseline 125 (top 65) ink 318 (66/318/66), CROSSING 60 C baseline 235 (top 175) ink 317 (66/317/67), 60 below. 85 gap; red annulus outer dia 440 (5 margins), centre (225, 600); inner radius not stated — the ring measures 37 wide on the sheet, drawn R184 as the national R-series rings (36); 25 200 C centred (120 below the numerals; the sheet's '185' is not matched), ink 248 (101/248/101). 85 gap; bottom panel 295 tall (905-1200), same edge/border: WHEN 50 D baseline 995 (top 945) ink 172 (139/172/139), LIGHTS baseline 1075 (top 1025) ink 213 (118/213/119), FLASHING baseline 1155 (top 1105) ink 307 (71/307/72), 45 below."
R6-SA104,Regulatory Signs/ALL_SKATERS_PROHIBITED_WHITE_TALL_R6-SA104.svg,225x300,(no skating symbol) ALL SKATERS PROHIBITED,ok,,"symbol:sa_r6-sa104_skater DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R6-SA104 225 x 300 (2015, 1:5), R25, white, no outer border. Red annulus outer dia 180 (23/180/23 -> centre x 112.5; 5 top margin -> centre y 95), ring 15 (inner R75), red slash 15 wide at 45 deg from upper right to lower left (annulus detail), ends on the outer circle, drawn over the symbol (no white gap on the sheet). Symbol per the sheet's SYMBOL DETAILS: skateboard 112 x 25 (x 57-169: 34 + 23 from the ring's left) at y 57 (5 + 52), 11 gap, rollerblade 86 x 60 (x 70-156: 13 in from the skateboard ends) at y 93; wheels 16 dia — traced from the sheet as one black symbol (box x 57, y 57, 112 x 96.5, the measured ink). Bottom panel: black border 3 inside a 2 white edge (sheet 3 / 5; outer edge measured 2 from the sign edge), y 190-298 (5 + 180 + 5 gap; 35/30/30/15 chain of baselines 225, 255, 285), corner radius not stated (R23 / R20 used); ALL / SKATERS / PROHIBITED 20 E, tops 205, 235, 265, widths 57 (84/57/84), 133 (46/133/46), 172 (26/172/27). Approval required."
R8-SA100,Regulatory Signs/PEDESTRIAN_CYCLIST_HORSE_WHITE_TALL_R8-SA100.svg,300x675,"(pedestrian, bicycle and horse-rider symbols)",ok,,"symbol:r8-2_bicycle symbol:r8-2_pedestrian symbol:sa_r8-sa100_horse_rider DIT SA Standard Road Sign Index sheet (A4, legends and dimensions outlined, colour legend; size from the sheet's size table = register). Every dimension from the sheet; AS 1744 (plus0) spacing. R8-SA100 300 x 675 (DTEI 2010, 1:5), R25, 4 / 12 (edge 4 + border 8). Three symbols stacked, chain 40/175/40/120/40/220/40 = 675: pedestrian 'R8-2 mod' 175 tall in an 80 box (110/80/110) at y 40 — the national R8-2 pedestrian symbol; bicycle 'R8-2 mod' 120 tall, 185 wide (60/185/55) at y 255 — the national R8-2 bicycle symbol; horse and rider 'WS129 mod' 220 tall, 240 wide (30/240/30) at y 415 — traced from this sheet (the AS 1743 WS129 symbol is not in the national set as drawn here). Symbols fitted to the sheet's boxes (aspect kept, centred)."
13908(2),,,RAILWAY CROSSING 2 TRACKS / STOP / LOOK FOR TRAINS (target board),"SKIPPED: TES 13908(2) (Transport SA 2001): a 750 x 1800 black target board carrying W7-1A and W7-2A at 53.5 %, R1-1A STOP and the G9-48A LOOK FOR TRAINS guide sign, all 'refer to AS 1743-2001 for details'; an assembly of national signs (one of them a guide sign, an excluded family) rather than an SA sign face — not built",,
R2-15A,,,(U-turn permitted),"SKIPPED: AS 1743 code R2-15 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R2-5A,,,(no U-turn),"SKIPPED: AS 1743 code R2-5 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R2-6A,,,(no left / right turn),"SKIPPED: AS 1743 code R2-6 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R2-7A,,,(no turns),"SKIPPED: AS 1743 code R2-7 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R2-9A,,,LEFT LANE MUST TURN LEFT,"SKIPPED: AS 1743 code R2-9 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R2-SA61,,,RIGHT TURN FROM LEFT ONLY / ADELAIDE METRO BUSES ONLY,"SKIPPED: composite 300 x 700 of 'R2-21AA (modified)' (hook-turn panel, 395 tall) and 'R6-SA67 (modified)' (295 tall) with no letter sizes, panel geometry or symbol dimensions on the sheet beyond the 9 / 3 edge and the two panel heights; needs the R2-21 national spec adapted plus the R6-SA67 sheet — not readable accurately from this sheet alone",,
R4-14(Illus.),,,YOU ARE WITHIN A 40 AREA,"SKIPPED: AS 1743 code R4-14 (the SA sheet is the national sign at its (Illus.) size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R4-1A,,,(speed limit),"SKIPPED: AS 1743 code R4-1 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R5-39A,,,TOW AWAY ZONE,"SKIPPED: AS 1743 code R5-39 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R5-71A,,,NO STOPPING AREA,"SKIPPED: AS 1743 code R5-71 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R6-7A,,,"STOP (hand banner, koala crossing)","SKIPPED: AS 1743 code R6-7 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R7-1-5B,,,TRAM LANE,"SKIPPED: AS 1743 code R7-1-5 (the SA sheet is the national sign at its B size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R9-1-1A,,,"(times of operation, one period)","SKIPPED: AS 1743 code R9-1-1 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R9-1-2A,,,"(times of operation, two periods)","SKIPPED: AS 1743 code R9-1-2 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
R9-4A,,,AUTHORISED VEHICLES EXCEPTED,"SKIPPED: AS 1743 code R9-4 (the SA sheet is the national sign at its A size): use Complete/Australia/National (AS 1743) — state packs hold only state-specific signs, no national code is redrawn",,
